Industry,type,ISIN,Access & Affordability,Community Rights & Relations,Customer Welfare,Data Security & Customer Privacy,Ethics & Compliance,Labor & Employment Practices,Marketing & Labeling,Occupational Health & Safety Management,Operational Risk Management,Product Quality Management,Social Supply Chain Management,SOCIAL SCORE,Mean Social,Access & Affordability Classification,Community Rights & Relations Classification,Customer Welfare Classification,Data Security & Customer Privacy Classification,Ethics & Compliance Classification,Labor & Employment Practices Classification,Marketing & Labeling Classification,Occupational Health & Safety Management Classification,Operational Risk Management Classification,Product Quality Management Classification,Social Supply Chain Management Classification
Semiconductors,Social,JP3371600002,,10.0,,,3.0,0.0,,3.0,,3.0,,2.7300000000000004,3.101456684647021,NaN,Leading,NaN,NaN,Leading,Leading,NaN,Leading,NaN,Above Median,NaN
Semiconductors,Social,JP3375800004,,10.0,,,10.0,0.0,,3.0,,0.0,,3.28,3.101456684647021,NaN,Leading,NaN,NaN,Above Median,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,KYG811801045,,10.0,,,3.0,0.0,,3.0,,3.0,,2.7300000000000004,3.101456684647021,NaN,Leading,NaN,NaN,Leading,Leading,NaN,Leading,NaN,Above Median,NaN
Semiconductors,Social,TW0006257009,,10.0,,,3.0,0.0,,3.0,,3.0,,2.7300000000000004,3.101456684647021,NaN,Leading,NaN,NaN,Leading,Leading,NaN,Leading,NaN,Above Median,NaN
Semiconductors,Social,TW0002363009,,0.0,,,3.0,0.0,,3.0,,0.0,,1.6500000000000001,3.101456684647021,NaN,Below Median,NaN,NaN,Leading,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,US8269191024,,10.0,,,3.0,2.869877338,,3.0,,0.0,,2.40918037408,3.101456684647021,NaN,Leading,NaN,NaN,Leading,Above Median,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,US82706C1080,,10.0,,,1.097493768,0.0,,3.0,,0.0,,1.5885238159200001,3.101456684647021,NaN,Leading,NaN,NaN,Below Median,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,TW0003530002,,0.0,,,1.097493768,0.0,,3.0,,0.0,,1.28852381592,3.101456684647021,NaN,Below Median,NaN,NaN,Below Median,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,TW0003288007,,0.0,,,1.097493768,0.0,,3.0,,0.0,,1.28852381592,3.101456684647021,NaN,Below Median,NaN,NaN,Below Median,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,DE000WAF3001,,10.0,,,7.949489594,7.19960165,,3.0,,0.0,,4.04233928686,3.101456684647021,NaN,Leading,NaN,NaN,Above Median,Above Median,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,TW0005483002,,10.0,,,10.0,2.532415152,,3.0,,3.0,,4.46518642432,3.101456684647021,NaN,Leading,NaN,NaN,Above Median,Above Median,NaN,Leading,NaN,Above Median,NaN
Semiconductors,Social,US82982T1060,,10.0,,,3.0,0.0,,3.0,,0.0,,1.9500000000000002,3.101456684647021,NaN,Leading,NaN,NaN,Leading,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,TW0008016007,,10.0,,,10.0,4.131389618,,10.0,,3.0,,7.24102233888,3.101456684647021,NaN,Leading,NaN,NaN,Above Median,Above Median,NaN,Above Median,NaN,Above Median,NaN
Semiconductors,Social,KR7000660001,,10.0,,,7.949489594,0.0,,7.392361641,,3.0,,5.25165321362,3.101456684647021,NaN,Leading,NaN,NaN,Above Median,Leading,NaN,Above Median,NaN,Above Median,NaN
Semiconductors,Social,JP3162640001,,0.0,,,3.0,0.0,,3.0,,0.0,,1.6500000000000001,3.101456684647021,NaN,Below Median,NaN,NaN,Leading,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,US83089J1088,,0.0,,,0.0,0.0,,3.0,,0.0,,1.08,3.101456684647021,NaN,Below Median,NaN,NaN,Below Median,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,US83088M1027,,10.0,,,1.097493768,0.162221789,,10.0,,6.602550983,,5.85114255774,3.101456684647021,NaN,Leading,NaN,NaN,Below Median,Leading,NaN,Above Median,NaN,Above Median,NaN
Semiconductors,Social,KYG8232Y1017,,10.0,,,7.949489594,0.0,,10.0,,3.0,,6.19040302286,3.101456684647021,NaN,Leading,NaN,NaN,Above Median,Leading,NaN,Above Median,NaN,Above Median,NaN
Semiconductors,Social,KYG8020E1199,,10.0,,,3.0,1.790441036,,3.0,,0.0,,2.2364705657600004,3.101456684647021,NaN,Leading,NaN,NaN,Leading,Above Median,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,DE0005178008,,0.0,,,0.0,0.0,,0.0,,0.0,,0.0,3.101456684647021,NaN,Below Median,NaN,NaN,Below Median,Leading,NaN,Below Median,NaN,Leading,NaN
Semiconductors,Social,FR0013227113,,0.0,,,1.097493768,5.853351116,,3.0,,0.0,,2.22505999448,3.101456684647021,NaN,Below Median,NaN,NaN,Below Median,Above Median,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,TW0005471007,,10.0,,,1.097493768,0.0,,10.0,,3.0,,4.88852381592,3.101456684647021,NaN,Leading,NaN,NaN,Below Median,Leading,NaN,Above Median,NaN,Above Median,NaN
Semiconductors,Social,TW0003055000,,0.0,,,1.097493768,0.0,,3.0,,0.0,,1.28852381592,3.101456684647021,NaN,Below Median,NaN,NaN,Below Median,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,CNE100003RN6,,0.0,,,0.0,0.0,,0.0,,0.0,,0.0,3.101456684647021,NaN,Below Median,NaN,NaN,Below Median,Leading,NaN,Below Median,NaN,Leading,NaN
Semiconductors,Social,NL0000226223,,10.0,,,7.949489594,6.855659485,,10.0,,0.0,,6.5073085404599995,3.101456684647021,NaN,Leading,NaN,NaN,Above Median,Above Median,NaN,Above Median,NaN,Leading,NaN
Semiconductors,Social,DE000A1K0235,,0.0,,,7.949489594,6.950061321,,3.0,,0.0,,3.70241283422,3.101456684647021,NaN,Below Median,NaN,NaN,Above Median,Above Median,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,JP3322930003,,10.0,,,7.949489594,7.008479595,,3.0,,3.0,,4.79175975806,3.101456684647021,NaN,Leading,NaN,NaN,Above Median,Above Median,NaN,Leading,NaN,Above Median,NaN
Semiconductors,Social,TW0002401007,,0.0,,,1.097493768,0.0,,3.0,,0.0,,1.28852381592,3.101456684647021,NaN,Below Median,NaN,NaN,Below Median,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,CNE000001P60,,0.0,,,1.097493768,0.0,,3.0,,0.0,,1.28852381592,3.101456684647021,NaN,Below Median,NaN,NaN,Below Median,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,US87157D1090,,10.0,,,3.0,0.0,,3.0,,0.0,,1.9500000000000002,3.101456684647021,NaN,Leading,NaN,NaN,Leading,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,TW0001582005,,0.0,,,0.0,0.0,,3.0,,0.0,,1.08,3.101456684647021,NaN,Below Median,NaN,NaN,Below Median,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,TW0002338001,,0.0,,,1.097493768,0.0,,3.0,,0.0,,1.28852381592,3.101456684647021,NaN,Below Median,NaN,NaN,Below Median,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,TW0006278005,,10.0,,,10.0,2.5e-11,,3.0,,3.0,,4.060000000004,3.101456684647021,NaN,Leading,NaN,NaN,Above Median,Leading,NaN,Leading,NaN,Above Median,NaN
Semiconductors,Social,TW0002340007,,10.0,,,7.376745224,0.0,,10.0,,3.0,,6.08158159256,3.101456684647021,NaN,Leading,NaN,NaN,Above Median,Leading,NaN,Above Median,NaN,Above Median,NaN
Semiconductors,Social,JP3468000009,,0.0,,,1.097493768,0.0,,0.0,,3.0,,0.98852381592,3.101456684647021,NaN,Below Median,NaN,NaN,Below Median,Leading,NaN,Below Median,NaN,Above Median,NaN
Semiconductors,Social,TW0004967005,,0.0,,,1.097493768,0.0,,3.0,,0.0,,1.28852381592,3.101456684647021,NaN,Below Median,NaN,NaN,Below Median,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,IT0005482333,,0.0,,,7.949489594,2.476261139,,3.0,,0.0,,2.9866048051000003,3.101456684647021,NaN,Below Median,NaN,NaN,Above Median,Above Median,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,US8807701029,,10.0,,,7.949489594,0.0,,3.0,,3.0,,3.6704030228600004,3.101456684647021,NaN,Leading,NaN,NaN,Above Median,Leading,NaN,Leading,NaN,Above Median,NaN
Semiconductors,Social,TW0003030003,,0.0,,,3.0,0.0,,10.0,,0.0,,4.17,3.101456684647021,NaN,Below Median,NaN,NaN,Leading,Leading,NaN,Above Median,NaN,Leading,NaN
Semiconductors,Social,US8825081040,,10.0,,,7.949489594,4.627211571,,3.0,,3.0,,4.4107568742200005,3.101456684647021,NaN,Leading,NaN,NaN,Above Median,Above Median,NaN,Leading,NaN,Above Median,NaN
Semiconductors,Social,CNE100000825,,10.0,,,3.0,0.0,,3.0,,0.0,,1.9500000000000002,3.101456684647021,NaN,Leading,NaN,NaN,Leading,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,KR7064760002,,0.0,,,3.0,0.0,,3.0,,0.0,,1.6500000000000001,3.101456684647021,NaN,Below Median,NaN,NaN,Leading,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,JP3571400005,,10.0,,,7.949489594,5.705263138,,3.0,,3.0,,4.58324512494,3.101456684647021,NaN,Leading,NaN,NaN,Above Median,Above Median,NaN,Leading,NaN,Above Median,NaN
Semiconductors,Social,JP3571800006,,10.0,,,3.0,0.0,,3.0,,0.0,,1.9500000000000002,3.101456684647021,NaN,Leading,NaN,NaN,Leading,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,JP3580200008,,10.0,,,3.0,0.0,,3.0,,3.0,,2.7300000000000004,3.101456684647021,NaN,Leading,NaN,NaN,Leading,Leading,NaN,Leading,NaN,Above Median,NaN
Semiconductors,Social,TW0006271000,,10.0,,,10.0,0.893184185,,7.091547489,,0.0,,4.89586656564,3.101456684647021,NaN,Leading,NaN,NaN,Above Median,Above Median,NaN,Above Median,NaN,Leading,NaN
Semiconductors,Social,CNE1000006C3,,10.0,,,0.0,0.0,,3.0,,3.0,,2.16,3.101456684647021,NaN,Leading,NaN,NaN,Below Median,Leading,NaN,Leading,NaN,Above Median,NaN
Semiconductors,Social,TW0008021007,,10.0,,,10.0,0.0,,3.0,,3.0,,4.06,3.101456684647021,NaN,Leading,NaN,NaN,Above Median,Leading,NaN,Leading,NaN,Above Median,NaN
Semiconductors,Social,JP3637280003,,10.0,,,1.097493768,0.0,,3.0,,3.0,,2.36852381592,3.101456684647021,NaN,Leading,NaN,NaN,Below Median,Leading,NaN,Leading,NaN,Above Median,NaN
Semiconductors,Social,JP3555700008,,0.0,,,1.097493768,0.0,,3.0,,3.0,,2.06852381592,3.101456684647021,NaN,Below Median,NaN,NaN,Below Median,Leading,NaN,Leading,NaN,Above Median,NaN
Semiconductors,Social,IL0010823792,,10.0,,,3.0,0.0,,3.0,,0.0,,1.9500000000000002,3.101456684647021,NaN,Leading,NaN,NaN,Leading,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,TW0002451002,,10.0,,,7.949489594,3.724771738,,10.0,,3.0,,6.78636650094,3.101456684647021,NaN,Leading,NaN,NaN,Above Median,Above Median,NaN,Above Median,NaN,Above Median,NaN
Semiconductors,Social,TW0002330008,,10.0,,,7.949489594,8.441455841,,6.168046951,,0.0,,5.38153285978,3.101456684647021,NaN,Leading,NaN,NaN,Above Median,Above Median,NaN,Above Median,NaN,Leading,NaN
Semiconductors,Social,TW0002426004,,0.0,,,3.0,0.0,,10.0,,3.0,,4.95,3.101456684647021,NaN,Below Median,NaN,NaN,Leading,Leading,NaN,Above Median,NaN,Above Median,NaN
Semiconductors,Social,CH0033361673,,10.0,,,3.0,4.455406666,,3.0,,0.0,,2.66286506656,3.101456684647021,NaN,Leading,NaN,NaN,Leading,Above Median,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,US90385V1070,,0.0,,,3.0,0.0,,3.0,,0.0,,1.6500000000000001,3.101456684647021,NaN,Below Median,NaN,NaN,Leading,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,JP3126190002,,10.0,,,3.0,0.0,,3.0,,3.0,,2.7300000000000004,3.101456684647021,NaN,Leading,NaN,NaN,Leading,Leading,NaN,Leading,NaN,Above Median,NaN
Semiconductors,Social,TW0002303005,,10.0,,,3.0,3.060847044,,7.69034481,,3.0,,4.9082596586400005,3.101456684647021,NaN,Leading,NaN,NaN,Leading,Above Median,NaN,Above Median,NaN,Above Median,NaN
Semiconductors,Social,TW0008277005,,0.0,,,3.0,0.0,,10.0,,3.0,,4.95,3.101456684647021,NaN,Below Median,NaN,NaN,Leading,Leading,NaN,Above Median,NaN,Above Median,NaN
Semiconductors,Social,CNE000001M14,,0.0,,,7.949489594,0.0,,3.0,,0.0,,2.5904030228600003,3.101456684647021,NaN,Below Median,NaN,NaN,Above Median,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,KR7077500007,,0.0,,,1.097493768,0.0,,3.0,,0.0,,1.28852381592,3.101456684647021,NaN,Below Median,NaN,NaN,Below Median,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,MYL5005OO003,,10.0,,,7.949489594,0.0,,3.0,,0.0,,2.89040302286,3.101456684647021,NaN,Leading,NaN,NaN,Above Median,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,US91347P1057,,10.0,,,9.399690628,4.243828297,,10.0,,7.949489594,,8.43182104128,3.101456684647021,NaN,Leading,NaN,NaN,Above Median,Above Median,NaN,Above Median,NaN,Above Median,NaN
Semiconductors,Social,JP3829900004,,0.0,,,1.097493768,0.0,,3.0,,0.0,,1.28852381592,3.101456684647021,NaN,Below Median,NaN,NaN,Below Median,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,TW0005347009,,10.0,,,7.949489594,4.036757469,,10.0,,3.0,,6.8362842179,3.101456684647021,NaN,Leading,NaN,NaN,Above Median,Above Median,NaN,Above Median,NaN,Above Median,NaN
Semiconductors,Social,US9224171002,,0.0,,,1.097493768,3.348227501,,3.0,,3.0,,2.60424021608,3.101456684647021,NaN,Below Median,NaN,NaN,Below Median,Above Median,NaN,Leading,NaN,Above Median,NaN
Semiconductors,Social,CNE100004413,,0.0,,,10.0,6.692607403,,10.0,,0.0,,6.570817184479999,3.101456684647021,NaN,Below Median,NaN,NaN,Above Median,Above Median,NaN,Above Median,NaN,Leading,NaN
Semiconductors,Social,TW0002388006,,10.0,,,0.0,0.0,,3.0,,3.0,,2.16,3.101456684647021,NaN,Leading,NaN,NaN,Below Median,Leading,NaN,Leading,NaN,Above Median,NaN
Semiconductors,Social,TW0006789001,,10.0,,,10.0,2.189665079,,3.0,,3.0,,4.41034641264,3.101456684647021,NaN,Leading,NaN,NaN,Above Median,Above Median,NaN,Leading,NaN,Above Median,NaN
Semiconductors,Social,US9282981086,,10.0,,,3.0,0.0,,3.0,,0.0,,1.9500000000000002,3.101456684647021,NaN,Leading,NaN,NaN,Leading,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,US92835K1034,,0.0,,,1.097493768,0.0,,3.0,,0.0,,1.28852381592,3.101456684647021,NaN,Below Median,NaN,NaN,Below Median,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,TW0002455003,,0.0,,,1.097493768,0.0,,3.0,,3.0,,2.06852381592,3.101456684647021,NaN,Below Median,NaN,NaN,Below Median,Leading,NaN,Leading,NaN,Above Median,NaN
Semiconductors,Social,TW0006182009,,10.0,,,3.0,0.0,,3.0,,3.0,,2.7300000000000004,3.101456684647021,NaN,Leading,NaN,NaN,Leading,Leading,NaN,Leading,NaN,Above Median,NaN
Semiconductors,Social,TW0008110008,,10.0,,,7.949489594,0.037483718,,7.392361641,,3.0,,5.2576506085,3.101456684647021,NaN,Leading,NaN,NaN,Above Median,Leading,NaN,Above Median,NaN,Above Median,NaN
Semiconductors,Social,TW0002436003,,0.0,,,1.097493768,0.0,,3.0,,0.0,,1.28852381592,3.101456684647021,NaN,Below Median,NaN,NaN,Below Median,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,CNE100002XM8,,10.0,,,1.097493768,4.874610424,,3.0,,3.0,,3.1484614837600002,3.101456684647021,NaN,Leading,NaN,NaN,Below Median,Above Median,NaN,Leading,NaN,Above Median,NaN
Semiconductors,Social,TW0003105003,,10.0,,,10.0,6.839310646,,10.0,,2.962962866,,7.664660048519999,3.101456684647021,NaN,Leading,NaN,NaN,Above Median,Above Median,NaN,Above Median,NaN,Above Median,NaN
Semiconductors,Social,TW0002344009,,10.0,,,10.0,3.432167053,,3.0,,10.0,,6.429146728479999,3.101456684647021,NaN,Leading,NaN,NaN,Above Median,Above Median,NaN,Leading,NaN,Above Median,NaN
Semiconductors,Social,JP3154370005,,0.0,,,3.0,0.0,,3.0,,0.0,,1.6500000000000001,3.101456684647021,NaN,Below Median,NaN,NaN,Leading,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,US9778521024,,10.0,,,1.097493768,0.0,,3.0,,3.0,,2.36852381592,3.101456684647021,NaN,Leading,NaN,NaN,Below Median,Leading,NaN,Leading,NaN,Above Median,NaN
Semiconductors,Social,KR7030530000,,0.0,,,0.0,0.0,,0.0,,0.0,,0.0,3.101456684647021,NaN,Below Median,NaN,NaN,Below Median,Leading,NaN,Below Median,NaN,Leading,NaN
Semiconductors,Social,KR7240810002,,10.0,,,3.0,0.0,,3.0,,0.0,,1.9500000000000002,3.101456684647021,NaN,Leading,NaN,NaN,Leading,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,BE0974310428,,10.0,,,3.0,6.324007511,,3.0,,0.0,,2.9618412017600004,3.101456684647021,NaN,Leading,NaN,NaN,Leading,Above Median,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,JP3990600003,,0.0,,,0.0,0.0,,3.0,,0.0,,1.08,3.101456684647021,NaN,Below Median,NaN,NaN,Below Median,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,CNE100001R90,,0.0,,,1.097493768,0.0,,3.0,,0.0,,1.28852381592,3.101456684647021,NaN,Below Median,NaN,NaN,Below Median,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,CNE100001DJ8,,0.0,,,3.0,0.0,,3.0,,3.0,,2.43,3.101456684647021,NaN,Below Median,NaN,NaN,Leading,Leading,NaN,Leading,NaN,Above Median,NaN
Semiconductors,Social,US29355A1079,,10.0,,,0.0,0.0,,6.12309742,,0.0,,2.5043150711999997,3.101456684647021,NaN,Leading,NaN,NaN,Below Median,Leading,NaN,Above Median,NaN,Leading,NaN
Semiconductors,Social,US3364331070,,10.0,,,0.0,0.0,,5.460927963,,0.0,,2.26593406668,3.101456684647021,NaN,Leading,NaN,NaN,Below Median,Leading,NaN,Above Median,NaN,Leading,NaN
Automobiles,Social,US88160R1014,,10.0,,,3.0,7.982108116,,,,4.20423317,,5.3865373613,2.364194169826471,NaN,Above Median,NaN,NaN,Leading,Above Median,NaN,NaN,NaN,Above Median,NaN
Automobiles,Social,CNE100000296,,10.0,,,8.273463249,0.0,,,,6.764396191,,5.19867093575,2.364194169826471,NaN,Above Median,NaN,NaN,Above Median,Leading,NaN,NaN,NaN,Above Median,NaN
Automobiles,Social,US50202M1027,,10.0,,,7.602977753,0.0,,,,5.948898315,,4.697599792350001,2.364194169826471,NaN,Above Median,NaN,NaN,Above Median,Leading,NaN,NaN,NaN,Above Median,NaN
Automobiles,Social,US62914V1061,,0.0,,,3.0,6.731516838,,,,3.0,,3.9694550514,2.364194169826471,NaN,Leading,NaN,NaN,Leading,Above Median,NaN,NaN,NaN,Leading,NaN
Automobiles,Social,US3453708600,,10.0,,,3.0,5.851274967,,,,4.959778309,,5.08728272915,2.364194169826471,NaN,Above Median,NaN,NaN,Leading,Above Median,NaN,NaN,NaN,Above Median,NaN
Automobiles,Social,US98422D1054,,0.0,,,7.602977753,0.0,,,,4.429122448,,3.5137006522000003,2.364194169826471,NaN,Leading,NaN,NaN,Above Median,Leading,NaN,NaN,NaN,Above Median,NaN
Automobiles,Social,US7311052010,,0.0,,,3.0,0.0,,,,1.06443727,,1.0789967715000002,2.364194169826471,NaN,Leading,NaN,NaN,Leading,Leading,NaN,NaN,NaN,Below Median,NaN
Automobiles,Social,CNE100005K77,,0.0,,,3.0,0.0,,,,4.429122448,,2.5931051016,2.364194169826471,NaN,Leading,NaN,NaN,Leading,Leading,NaN,NaN,NaN,Above Median,NaN
Automobiles,Social,CNE100001TJ4,,0.0,,,3.411612749,0.0,,,,3.0,,2.0323225498,2.364194169826471,NaN,Leading,NaN,NaN,Leading,Leading,NaN,NaN,NaN,Leading,NaN
Automobiles,Social,US5494981039,,10.0,,,3.0,7.982108116,,,,3.0,,4.8446324348,2.364194169826471,NaN,Above Median,NaN,NaN,Leading,Above Median,NaN,NaN,NaN,Leading,NaN
Automobiles,Social,TH3545010003,,0.0,,,0.0,0.0,,,,0.0,,0.0,2.364194169826471,NaN,Leading,NaN,NaN,Below Median,Leading,NaN,NaN,NaN,Below Median,NaN
Automobiles,Social,INE260D01016,,0.0,,,1.097493768,0.0,,,,0.0,,0.21949875360000004,2.364194169826471,NaN,Leading,NaN,NaN,Below Median,Leading,NaN,NaN,NaN,Below Median,NaN
Automobiles,Social,US0395872098,,0.0,,,1.097493768,0.0,,,,1.5,,0.8944987536000001,2.364194169826471,NaN,Leading,NaN,NaN,Below Median,Leading,NaN,NaN,NaN,Below Median,NaN
Automobiles,Social,US54405Q2093,,0.0,,,0.0,0.0,,,,1.5,,0.675,2.364194169826471,NaN,Leading,NaN,NaN,Below Median,Leading,NaN,NaN,NaN,Below Median,NaN
Automobiles,Social,US3073597037,,0.0,,,0.0,0.0,,,,0.0,,0.0,2.364194169826471,NaN,Leading,NaN,NaN,Below Median,Leading,NaN,NaN,NaN,Below Median,NaN
Automobiles,Social,CA35954F1080,,0.0,,,0.0,0.0,,,,0.0,,0.0,2.364194169826471,NaN,Leading,NaN,NaN,Below Median,Leading,NaN,NaN,NaN,Below Median,NaN
Automobiles,Social,SGXZ55111462,,0.0,,,0.0,0.0,,,,0.0,,0.0,2.364194169826471,NaN,Leading,NaN,NaN,Below Median,Leading,NaN,NaN,NaN,Below Median,NaN
