Isin,Year,EG017,EG018,EG030,IS010,Industry,Sum_EG_25,Sum_EG_50,Sum_EG_75
US7013543001,2023,0.882,1.09,1.493,25.0,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
US71360T2006,2023,0.461,0.192,0.598,13.749,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
TW0008299009,2023,0.445,15.562,3.715,48221.63,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
US7194051022,2023,83.849,94.36,20.219,892.076,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
CNE100005998,2023,10.068,12.686,6.247,2704.974035,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
US72581M3051,2023,1.224,0.821,1.282,59.677,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
US7392761034,2023,16.273,22.665,3.241,444.538,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
TW0006770001,2023,57.336,534.316,408.773,44022.552,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
TW0006239007,2023,18.778,331.456,435.857,70440.945,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
TW0006173008,2023,1.586,30.441,6.539,3653.839,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
DE0007461006,2023,0.828,1.652,4.36,263.446,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
US74837P4054,2023,0.539,0.669,1.23,21.198,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
US7509171069,2023,1.705,1.333,35.765,461.117,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
TW0002379005,2023,1.025,22.504,2.532,95179.276,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
TW0002302007,2023,0.77,2.638,0.216,716.545,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
JP3164720009,2023,156.403,647.66,1694.26,1469415.0,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
US7631651079,2023,3.859,4.744,1.668,262.658,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
TW0004968003,2023,0.029,0.556,0.219,2984.581,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
TW0008104001,2023,0.003,0.614,1.488,2682.217,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
ES0105225009,2023,0.156,0.109,0.207,5.192265,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
CNE100003RK2,2023,4.273,5.344,1.71,2134.522147,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
JP3982800009,2023,173.712,601.299,8146.55,507882.0,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
JP3982200002,2023,3.987,26.103,846.02,94518.0,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
JP3976200000,2023,0.454,0.388,6962.28,260303.0,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
JP3975410006,2023,0.219,1.319,1352.34,,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
JP3322950001,2023,0.068,0.864,14.844,7830.591,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
CNE000000KB3,2023,150.938,309.405,28.077,14052.75196,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
JP3329600005,2023,6.223,69.458,285.936,225387.0,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
DE0005156236,2023,3.515,4.453,1.713,139.439,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
TW0003583001,2023,0.733,8.48,0.919,6911.981,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
JP3494600004,2023,9.812,14.077,3284.0,460834.0,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
TW0002351004,2023,2.075,27.727,16.057,10856.531,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
JP3418400002,2023,3.542,2.79,1.324,23760.63,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
US8168501018,2023,0.967,9.344,3.889,756.533,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
CH0406705126,2023,0.926,2.242,4.95,233.167,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
KR7046890000,2023,57.018,65.034,3.355,1032380.636,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
US8173232070,2023,0.641,0.475,0.766,33.616,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
CNE100002NT4,2023,0.236,4.006,2.089,2615.716404,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
CNE000000XB6,2023,4.719,3.689,2.092,2137.110753,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
CNE100000510,2023,0.046,8.474,12.101,3536.259424,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
CNE100002G84,2023,16.349,37.661,5.459,4408.05232,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
CNE100000Q50,2023,157.23,297.362,23.007,17167.02345,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
JP3355000005,2023,0.671,5.046,478.076,61001.0,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
JP3371600002,2023,1.3,77.1,506.5,108278.0,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
JP3375800004,2023,44.135,105.62,405.692,286358.0,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
KYG811801045,2023,1.856,44.466,0.307,5212.222,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
TW0006257009,2023,0.521,75.206,8.65,15479.501,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
TW0002363009,2023,0.252,0.883,0.013,187.184,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
US8269191024,2023,0.039,1.592,131.355,782.258,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
US82706C1080,2023,11.384,20.725,1.362,639.142,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
TW0003530002,2023,0.005,0.109,0.001,1663.499,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
TW0003288007,2023,0.102,0.157,0.035,98.084,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
DE000WAF3001,2023,11.584,243.39,5193.973,1513.8,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
TW0005483002,2023,26.431,551.442,77.286,81965.952,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
US82982T1060,2023,3.595,3.896,4.03,143.993,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
TW0008016007,2023,0.123,2.156,0.292,16722.891,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
KR7000660001,2023,2013.107,5625.113,1343.814,32765719.0,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
JP3162640001,2023,4.618,12.66,1.185,28113.01,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
US83089J1088,2023,7.021,21.024,2.34,286.682,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
KYG8232Y1017,2023,2.56,52.85,21.914,1441.25,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
KYG8020E1199,2023,843.517,1764.42,490.04,6321.56,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
DE0005178008,2023,2.04,1.048,1.335,112.595,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
FR0013227113,2023,4.517,20.748,293.823,1088.73,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
TW0005471007,2023,0.003,0.683,0.001,2609.937,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
TW0003055000,2023,0.0,1.867,0.287,1342.715,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
CNE100003RN6,2023,38.581,47.571,6.565,3662.965374,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
NL0000226223,2023,514.0,272.0,120.0,17286.0,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
DE000A1K0235,2023,1.281,2.863,189.113,304.262,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
JP3322930003,2023,21.344,628.137,989.902,425941.0,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
TW0002401007,2023,4.008,12.283,0.276,5535.421,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
CNE000001P60,2023,9.848,11.434,4.139,4087.354533,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
US87157D1090,2023,0.058,4.417,71.471,1355.1,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
TW0001582005,2023,0.032,0.317,0.455,8769.537,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
TW0002338001,2023,0.194,13.803,1.521,7199.935,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
TW0006278005,2023,1.124,61.336,25.94,46496.015,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
TW0002340007,2023,2.822,32.799,7.006,3972.279,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
JP3468000009,2023,1.508,4.799,45.933,28161.419,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
TW0004967005,2023,0.021,0.924,0.476,16566.276,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
IT0005482333,2023,2.085,12.732,284.803,409.274,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
TW0003030003,2023,2.676,20.724,0.079,4435.101,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
CNE100000825,2023,85.015,439.862,15.572,11298.24526,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
KR7064760002,2023,3.782,29.464,0.84,226652.882,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
JP3571400005,2023,22.336,20.144,14333.0,2209025.0,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
JP3571800006,2023,16.944,36.824,208.089,162270.0,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
JP3580200008,2023,15.602,66.306,381.453,146801.0,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
TW0006271000,2023,0.842,65.407,20.919,11584.909,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
CNE1000006C3,2023,163.129,805.436,37.869,22269.28321,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
TW0008021007,2023,0.382,10.773,0.707,2748.486,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
JP3637280003,2023,57.635,162.028,1032.95,31956.887,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
JP3555700008,2023,0.498,11.894,80.211,53822.668,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
IL0010823792,2023,462.114,151.025,52.274,1422.68,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
TW0002451002,2023,0.034,4.166,0.72,10496.172,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
TW0002330008,2023,1596.03,10179.9,6932.038,2161735.841,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
TW0002426004,2023,7.286,16.136,3.758,2267.637,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
CH0033361673,2023,0.232,0.472,73.741,576.91,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
US90385V1070,2023,61.597,63.422,11.192,1734.5,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
JP3126190002,2023,6.054,82.36,3387.734,227528.0,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
TW0002303005,2023,509.555,1636.21,1453.01,222533.0,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
TW0008277005,2023,0.368,0.444,0.156,267.153,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
CNE000001M14,2023,10.616,9.192,9.86,7565.36909,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
KR7077500007,2023,5.87,6.395,0.671,665926.33,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
MYL5005OO003,2023,2.4,116.6,0.3,1439.686,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
US91347P1057,2023,0.554,2.677,4.461,576.429,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
JP3829900004,2023,3.741,4.834,25.507,43146.0,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
TW0005347009,2023,203.2,545.391,271.587,38272.57,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
US9224171002,2023,1.803,7.517,4.479,666.435,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
CNE100004413,2023,0.028,1.51,2.226,2337.996409,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
TW0002388006,2023,0.061,1.051,0.258,12639.087,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
TW0006789001,2023,4.91,37.135,15.314,7236.928,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
US9282981086,2023,254.18,285.758,32.136,3402.045,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
US92835K1034,2023,8.072,12.148,6.896,355.048,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
TW0002455003,2023,0.493,9.194,2.681,2694.104,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
TW0006182009,2023,7.602,65.874,10.987,10047.814,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
TW0008110008,2023,2.054,99.173,166.232,7276.069,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
TW0002436003,2023,1.452,1.368,0.041,2885.56,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
CNE100002XM8,2023,0.613,33.461,51.645,21020.64162,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
TW0003105003,2023,36.261,108.701,76.541,15836.498,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
TW0002344009,2023,62.898,392.102,454.204,75006.078,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
JP3154370005,2023,0.109,0.057,0.167,407.449,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
US9778521024,2023,259.254,84.489,18848.78,921.9,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
KR7030530000,2023,12.541,102.847,6.904,749527.05,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
KR7240810002,2023,3.153,19.144,1.925,690337.587,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
BE0974310428,2023,0.162,0.338,261.44,906.786,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
JP3990600003,2023,0.29,1.249,81.847,24114.0,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
CNE100001R90,2023,11.034,85.004,32.964,5409.834952,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
CNE100001DJ8,2023,22.471,429.269,51.027,17983.18571,Semiconductors,0.5221032746939129,4.9320528901485154,25.68599104116766
US88160R1014,2010,110.12,183.799,94.437,116.744,Automobiles,34.49625200138301,49.575654246564056,672.9477562145598
CNE100000296,2010,154.703,2555.446,5580.205,46685.349,Automobiles,34.49625200138301,49.575654246564056,672.9477562145598
US50202M1027,2010,,,,,Automobiles,34.49625200138301,49.575654246564056,672.9477562145598
US62914V1061,2010,,,,,Automobiles,34.49625200138301,49.575654246564056,672.9477562145598
US3453708600,2010,1600.0,3700.0,103644.505,128954.0,Automobiles,34.49625200138301,49.575654246564056,672.9477562145598
US98422D1054,2010,,,,,Automobiles,34.49625200138301,49.575654246564056,672.9477562145598
US7311052010,2010,,,,,Automobiles,34.49625200138301,49.575654246564056,672.9477562145598
CNE100005K77,2010,,,,,Automobiles,34.49625200138301,49.575654246564056,672.9477562145598
CNE100001TJ4,2010,,,,,Automobiles,34.49625200138301,49.575654246564056,672.9477562145598
US5494981039,2010,,,,,Automobiles,34.49625200138301,49.575654246564056,672.9477562145598
TH3545010003,2010,23.792,14.754,7.619,2624.814776,Automobiles,34.49625200138301,49.575654246564056,672.9477562145598
INE260D01016,2010,,,,,Automobiles,34.49625200138301,49.575654246564056,672.9477562145598
US0395872098,2010,,,,,Automobiles,34.49625200138301,49.575654246564056,672.9477562145598
US54405Q2093,2010,,,,,Automobiles,34.49625200138301,49.575654246564056,672.9477562145598
US3073597037,2010,,,,,Automobiles,34.49625200138301,49.575654246564056,672.9477562145598
CA35954F1080,2010,0.0,0.0,0.0,0.0,Automobiles,34.49625200138301,49.575654246564056,672.9477562145598
SGXZ55111462,2010,,,,,Automobiles,34.49625200138301,49.575654246564056,672.9477562145598
US88160R1014,2011,89.912,192.063,165.22,204.242,Automobiles,37.42734691481242,58.56204624077906,408.42954516744976
CNE100000296,2011,145.267,2566.875,5797.071,46312.282,Automobiles,37.42734691481242,58.56204624077906,408.42954516744976
US50202M1027,2011,,,,,Automobiles,37.42734691481242,58.56204624077906,408.42954516744976
US62914V1061,2011,,,,,Automobiles,37.42734691481242,58.56204624077906,408.42954516744976
US3453708600,2011,1600.0,3500.0,110230.99,136264.0,Automobiles,37.42734691481242,58.56204624077906,408.42954516744976
US98422D1054,2011,,,,,Automobiles,37.42734691481242,58.56204624077906,408.42954516744976
US7311052010,2011,,,,,Automobiles,37.42734691481242,58.56204624077906,408.42954516744976
CNE100005K77,2011,,,,,Automobiles,37.42734691481242,58.56204624077906,408.42954516744976
CNE100001TJ4,2011,157.748,624.696,239.8,1915.738,Automobiles,37.42734691481242,58.56204624077906,408.42954516744976
US5494981039,2011,,,,,Automobiles,37.42734691481242,58.56204624077906,408.42954516744976
TH3545010003,2011,38.833,13.416,16.36,5423.98251,Automobiles,37.42734691481242,58.56204624077906,408.42954516744976
INE260D01016,2011,,,,680.407828,Automobiles,37.42734691481242,58.56204624077906,408.42954516744976
US0395872098,2011,,,,,Automobiles,37.42734691481242,58.56204624077906,408.42954516744976
US54405Q2093,2011,,,,,Automobiles,37.42734691481242,58.56204624077906,408.42954516744976
US3073597037,2011,,,,,Automobiles,37.42734691481242,58.56204624077906,408.42954516744976
CA35954F1080,2011,0.0,0.0,0.0,0.0,Automobiles,37.42734691481242,58.56204624077906,408.42954516744976
SGXZ55111462,2011,,,,,Automobiles,37.42734691481242,58.56204624077906,408.42954516744976
US88160R1014,2012,135.458,139.904,334.307,413.256,Automobiles,38.1853712591439,56.91372618348208,304.00500728903774
CNE100000296,2012,153.869,2372.011,5690.754,44380.858,Automobiles,38.1853712591439,56.91372618348208,304.00500728903774
US50202M1027,2012,,,,,Automobiles,38.1853712591439,56.91372618348208,304.00500728903774
US62914V1061,2012,,,,,Automobiles,38.1853712591439,56.91372618348208,304.00500728903774
US3453708600,2012,1700.0,3400.0,108042.776,133559.0,Automobiles,38.1853712591439,56.91372618348208,304.00500728903774
US98422D1054,2012,,,,,Automobiles,38.1853712591439,56.91372618348208,304.00500728903774
US7311052010,2012,,,,,Automobiles,38.1853712591439,56.91372618348208,304.00500728903774
CNE100005K77,2012,,,,,Automobiles,38.1853712591439,56.91372618348208,304.00500728903774
CNE100001TJ4,2012,174.624,895.373,451.311,3519.669,Automobiles,38.1853712591439,56.91372618348208,304.00500728903774
US5494981039,2012,,,,,Automobiles,38.1853712591439,56.91372618348208,304.00500728903774
TH3545010003,2012,46.676,11.135,13.138,4439.988632,Automobiles,38.1853712591439,56.91372618348208,304.00500728903774
INE260D01016,2012,,,,597.847482,Automobiles,38.1853712591439,56.91372618348208,304.00500728903774
US0395872098,2012,,,,,Automobiles,38.1853712591439,56.91372618348208,304.00500728903774
US54405Q2093,2012,,,,,Automobiles,38.1853712591439,56.91372618348208,304.00500728903774
US3073597037,2012,,,,,Automobiles,38.1853712591439,56.91372618348208,304.00500728903774
CA35954F1080,2012,0.0,0.0,0.0,0.0,Automobiles,38.1853712591439,56.91372618348208,304.00500728903774
SGXZ55111462,2012,,,,,Automobiles,38.1853712591439,56.91372618348208,304.00500728903774
US88160R1014,2013,117.542,346.371,1628.824,2013.496,Automobiles,32.671508402703566,57.89825877076116,70.81860022337892
CNE100000296,2013,166.231,2715.243,6548.723,49767.887,Automobiles,32.671508402703566,57.89825877076116,70.81860022337892
US50202M1027,2013,,,,,Automobiles,32.671508402703566,57.89825877076116,70.81860022337892
US62914V1061,2013,,,,,Automobiles,32.671508402703566,57.89825877076116,70.81860022337892
US3453708600,2013,1500.0,3300.0,118848.752,146917.0,Automobiles,32.671508402703566,57.89825877076116,70.81860022337892
US98422D1054,2013,,,,,Automobiles,32.671508402703566,57.89825877076116,70.81860022337892
US7311052010,2013,,,,,Automobiles,32.671508402703566,57.89825877076116,70.81860022337892
CNE100005K77,2013,,,,,Automobiles,32.671508402703566,57.89825877076116,70.81860022337892
CNE100001TJ4,2013,149.38,755.814,1681.906,12781.868,Automobiles,32.671508402703566,57.89825877076116,70.81860022337892
US5494981039,2013,,,,,Automobiles,32.671508402703566,57.89825877076116,70.81860022337892
TH3545010003,2013,28.77,10.739,11.976,3998.990567,Automobiles,32.671508402703566,57.89825877076116,70.81860022337892
INE260D01016,2013,,,,700.698822,Automobiles,32.671508402703566,57.89825877076116,70.81860022337892
US0395872098,2013,,,,,Automobiles,32.671508402703566,57.89825877076116,70.81860022337892
US54405Q2093,2013,,,,,Automobiles,32.671508402703566,57.89825877076116,70.81860022337892
US3073597037,2013,,,,,Automobiles,32.671508402703566,57.89825877076116,70.81860022337892
CA35954F1080,2013,0.0,0.0,0.0,0.0,Automobiles,32.671508402703566,57.89825877076116,70.81860022337892
SGXZ55111462,2013,,,,,Automobiles,32.671508402703566,57.89825877076116,70.81860022337892
US88160R1014,2014,130.824,360.09,2587.319,3198.356,Automobiles,19.331046384598306,31.927372169048493,53.40267480715374
CNE100000296,2014,164.85,2791.863,7269.491,55366.384,Automobiles,19.331046384598306,31.927372169048493,53.40267480715374
US50202M1027,2014,,,,,Automobiles,19.331046384598306,31.927372169048493,53.40267480715374
US62914V1061,2014,,,,,Automobiles,19.331046384598306,31.927372169048493,53.40267480715374
US3453708600,2014,1500.0,3100.0,116551.329,144077.0,Automobiles,19.331046384598306,31.927372169048493,53.40267480715374
US98422D1054,2014,,,,,Automobiles,19.331046384598306,31.927372169048493,53.40267480715374
US7311052010,2014,,,,,Automobiles,19.331046384598306,31.927372169048493,53.40267480715374
CNE100005K77,2014,,,,,Automobiles,19.331046384598306,31.927372169048493,53.40267480715374
CNE100001TJ4,2014,238.944,850.753,7401.305,56370.306,Automobiles,19.331046384598306,31.927372169048493,53.40267480715374
US5494981039,2014,,,,,Automobiles,19.331046384598306,31.927372169048493,53.40267480715374
TH3545010003,2014,26.366,13.544,21.514,7601.273245,Automobiles,19.331046384598306,31.927372169048493,53.40267480715374
INE260D01016,2014,,,,803.246934,Automobiles,19.331046384598306,31.927372169048493,53.40267480715374
US0395872098,2014,,,,,Automobiles,19.331046384598306,31.927372169048493,53.40267480715374
US54405Q2093,2014,,,,,Automobiles,19.331046384598306,31.927372169048493,53.40267480715374
US3073597037,2014,,,,,Automobiles,19.331046384598306,31.927372169048493,53.40267480715374
CA35954F1080,2014,0.0,0.0,0.0,0.0,Automobiles,19.331046384598306,31.927372169048493,53.40267480715374
SGXZ55111462,2014,,,,,Automobiles,19.331046384598306,31.927372169048493,53.40267480715374
US88160R1014,2015,124.45,363.726,2047.045,4046.025,Automobiles,3.5879773361244074,12.149619066476097,37.60328817441727
CNE100000296,2015,156.051,3230.798,7703.239,77611.985,Automobiles,3.5879773361244074,12.149619066476097,37.60328817441727
US50202M1027,2015,,,,,Automobiles,3.5879773361244074,12.149619066476097,37.60328817441727
US62914V1061,2015,,,,,Automobiles,3.5879773361244074,12.149619066476097,37.60328817441727
US3453708600,2015,1407.4,3313.9,129289.0,149558.0,Automobiles,3.5879773361244074,12.149619066476097,37.60328817441727
US98422D1054,2015,,,,,Automobiles,3.5879773361244074,12.149619066476097,37.60328817441727
US7311052010,2015,,,,,Automobiles,3.5879773361244074,12.149619066476097,37.60328817441727
CNE100005K77,2015,,,,,Automobiles,3.5879773361244074,12.149619066476097,37.60328817441727
CNE100001TJ4,2015,255.428,766.495,9853.044,84111.526,Automobiles,3.5879773361244074,12.149619066476097,37.60328817441727
US5494981039,2015,,,,,Automobiles,3.5879773361244074,12.149619066476097,37.60328817441727
TH3545010003,2015,34.282,12.465,835.535,9197.351238,Automobiles,3.5879773361244074,12.149619066476097,37.60328817441727
INE260D01016,2015,0.012,1.917,1.496,921.513392,Automobiles,3.5879773361244074,12.149619066476097,37.60328817441727
US0395872098,2015,0.0,0.0,0.001,0.012244,Automobiles,3.5879773361244074,12.149619066476097,37.60328817441727
US54405Q2093,2015,,,,,Automobiles,3.5879773361244074,12.149619066476097,37.60328817441727
US3073597037,2015,,,,,Automobiles,3.5879773361244074,12.149619066476097,37.60328817441727
CA35954F1080,2015,0.0,0.0,10.937,0.0,Automobiles,3.5879773361244074,12.149619066476097,37.60328817441727
SGXZ55111462,2015,,,,,Automobiles,3.5879773361244074,12.149619066476097,37.60328817441727
US88160R1014,2016,145.232,375.31,3609.191,7000.132,Automobiles,5.487079921918947,19.307794975866088,33.24519700986189
CNE100000296,2016,156.466,3269.417,7440.372,100207.703,Automobiles,5.487079921918947,19.307794975866088,33.24519700986189
US50202M1027,2016,,,,,Automobiles,5.487079921918947,19.307794975866088,33.24519700986189
US62914V1061,2016,0.0,0.0,0.143,0.0,Automobiles,5.487079921918947,19.307794975866088,33.24519700986189
US3453708600,2016,1304.41,3312.94,147036.0,151800.0,Automobiles,5.487079921918947,19.307794975866088,33.24519700986189
US98422D1054,2016,,,,,Automobiles,5.487079921918947,19.307794975866088,33.24519700986189
US7311052010,2016,,,,,Automobiles,5.487079921918947,19.307794975866088,33.24519700986189
CNE100005K77,2016,,,,,Automobiles,5.487079921918947,19.307794975866088,33.24519700986189
CNE100001TJ4,2016,282.493,670.137,19500.844,116198.983,Automobiles,5.487079921918947,19.307794975866088,33.24519700986189
US5494981039,2016,,,,,Automobiles,5.487079921918947,19.307794975866088,33.24519700986189
TH3545010003,2016,35.17,12.462,1015.304,10392.39467,Automobiles,5.487079921918947,19.307794975866088,33.24519700986189
INE260D01016,2016,0.011,1.801,1.897,929.592375,Automobiles,5.487079921918947,19.307794975866088,33.24519700986189
US0395872098,2016,0.0,0.0,0.143,0.0,Automobiles,5.487079921918947,19.307794975866088,33.24519700986189
US54405Q2093,2016,,,,,Automobiles,5.487079921918947,19.307794975866088,33.24519700986189
US3073597037,2016,,,,,Automobiles,5.487079921918947,19.307794975866088,33.24519700986189
CA35954F1080,2016,0.0,0.0,10.875,0.0,Automobiles,5.487079921918947,19.307794975866088,33.24519700986189
SGXZ55111462,2016,,,,,Automobiles,5.487079921918947,19.307794975866088,33.24519700986189
US88160R1014,2017,174.557,416.877,5958.103,11758.751,Automobiles,6.668926305882875,30.304638465071186,35.18589607256676
CNE100000296,2017,168.642,3014.212,5237.647,102650.614,Automobiles,6.668926305882875,30.304638465071186,35.18589607256676
US50202M1027,2017,,,,,Automobiles,6.668926305882875,30.304638465071186,35.18589607256676
US62914V1061,2017,0.0,0.0,0.143,0.0,Automobiles,6.668926305882875,30.304638465071186,35.18589607256676
US3453708600,2017,1391.13,3359.91,211808.0,156776.0,Automobiles,6.668926305882875,30.304638465071186,35.18589607256676
US98422D1054,2017,,,,,Automobiles,6.668926305882875,30.304638465071186,35.18589607256676
US7311052010,2017,,,,,Automobiles,6.668926305882875,30.304638465071186,35.18589607256676
CNE100005K77,2017,,,,,Automobiles,6.668926305882875,30.304638465071186,35.18589607256676
