Isin,Year,EG017,EG018,EG030,IS010
US0382221051,2017,36.5,131.6,17.322,14698
US11135F1012,2017,155.422,198.933,132.291,17636
US29355A1079,2017,0.008,9.676,0.784,286.166
US3364331070,2017,16.161,309.357,679.425,2941.324
US4581401001,2017,1490,971,5119,62761
US4824801009,2017,3.889,50.41,21.318,3480.014
US5128071082,2017,26.603,77.088,45.203,8013.62
US5950171042,2017,451.14,338.876,59.3,3407.8
US5951121038,2017,2843.99,2997.07,155.835,20322
US6098391054,2017,0.053,5.125,27.07,470.929
US67066G1040,2017,2.571,46.721,276.774,6910
NL0009538784,2017,600.142,792.664,39.727,9256
US6821891057,2017,1416.62,649.589,113.126,5543.1
US74736K1016,2017,205.639,143.218,20.694,3032.574
US7475251036,2017,80.016,129.44,111.252,22291
US83088M1027,2017,39.652,137.871,15.682,3651.4
US8807701029,2017,1.852,28.211,6.989,2136.606
US8825081040,2017,1161.65,22.311,32.823,14961
CNE100004ZD8,2017,1.46,1.159,0.602,253.58725
US00108J1097,2017,1.001,2.757,0.211,36.506
TW0003438008,2017,1.087,2.191,0.061,1297.157
CNE100003MM9,2017,3.038,5.599,1.891,971.920552
TW0003437000,2017,0.337,12.328,1.685,5978.055
TW0008261009,2017,0.024,0.497,0.029,2129.631
JP3122400009,2017,3.84,30.42,142.107,155916
DE000A0WMPJ6,2017,0.207,5.785,4.738,230.382
KYG022421088,2017,0.019,0.279,0.188,4265.643
TW0003041000,2017,1.684,1.718,0.074,3187.062
CNE100001ZN3,2017,3.189,2.53,0.615,1200.950546
US01749D1054,2017,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
BMG6331P1041,2017,10.155,15.595,2.482,383.337
GB00BNDRMJ14,2017,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
KYG037AX1015,2017,4.362,3.297,1.93,310.297
US0316521006,2017,47.372,788.622,383.018,4207.031
CNE100003LZ3,2017,3.892,4.969,1.748,1690.487574
TW0002493004,2017,1.499,3.36,0.235,2281.684
AT0000A18XM4,2017,16.439,8.616,2.814,1063.773
US0323325045,2017,2.483,2.615,0.868,164.516
TW0006291008,2017,0.253,0.148,0.031,193.678
TW0006533003,2017,0.187,0.186,0.068,289.377
TW0006138001,2017,0.004,1.224,0.006,4223.932
JP3105280006,2017,8.562,21.548,4.592,44807.202
TW0006531007,2017,0.03,0.276,0.789,4236.815
TW0008271008,2017,0.009,1.868,0.078,10043.476
TW0006449002,2017,1.652,3.556,0.262,1941.72
TW0003264008,2017,0.495,65.105,0.386,7860.015
NO0010946593,2017,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US04302A1043,2017,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0003711008,2017,89.751,1730.979,803.194,290441.208
TW0003169009,2017,0.589,0.302,0.047,700.066
NL0000334118,2017,0.419,17.664,3.623,730.933
TW0005269005,2017,0.001,0.417,0.067,2975.231
NL0010273215,2017,19,139.5,3196.885,8962.7
KYG0535Q1331,2017,1.4,167.3,1.2,17522.713
TW0005274005,2017,0.018,0.211,0.101,1894.194
US04965B1008,2017,0.003,0.003,0.021,0.11
KR7017900002,2017,3.812,12.94,0.543,177386
US0545402085,2017,4.032,5.583,1.539,410.561
JP3108080007,2017,1.663,0.897,1.089,8012
US00246W1036,2017,2.475,4.179,0.712,98.673
NL0012866412,2017,0.229,8.915,13.512,592.785
TW0003031001,2017,2.194,5.822,1.178,1972.727
CNE100001XM0,2017,3.202,4.527,1.623,736.3327204
DE000A1TNMM9,2017,2.705,3.22,1.269,101.851
US1572101053,2017,1.175,1.056,2.746,87.507
TW0003257002,2017,0.616,1.121,0.031,760.708
TW0008070004,2017,9.419,18.207,3.101,14130.623
TW0006548001,2017,1.64,46.853,6.963,7505.222
TW0001597003,2017,5.47,3.882,0.319,1488.259
CNE100003S06,2017,34.466,242.824,9.037,5875.589714
TW0008084005,2017,1.508,1.449,0.162,2841.977
TW0006147002,2017,1.273,88.06,3.859,16088.34
TW0008150004,2017,1.864,222.92,21.965,17940.855
US1727551004,2017,0.636,8.072,12.97,1538.94
GB0001602944,2017,0.146,0.438,0.062,27.737
US19247G1076,2017,31.413,249.514,8.883,972.046
US1925761066,2017,1.156,9.081,1.273,352.704
KYG234201138,2017,0.083,1.397,0.287,489.208
TW0002466000,2017,29.299,2.189,1.002,2163.439
MYL7204OO000,2017,0.028,15.821,0.401,463.337
JP3487600003,2017,5.333,4.331,30.722,51684.327
CNE000000X87,2017,7.908,9.065,1.248,4347.688462
TW0003094009,2017,0.013,0.376,0.128,307.342
KR7000990002,2017,130.668,161.721,8.108,679737.7435
US2545431015,2017,77.805,57.528,19.237,1054.204
JP3548600000,2017,4.266,38.208,704.359,134204
CNE100001RT7,2017,0.385,12.51,6.839,7317.580006
TW0003048005,2017,21.711,21.319,5.287,75985.431
TW0002458007,2017,0.112,2.928,0.022,7503.267
TW0003450003,2017,0.173,40.253,3.143,7269.188
TW0003006003,2017,0.178,3.544,0.345,10456.519
DE0005677108,2017,3.459,3.191,4.002,250.434
TW0003529004,2017,0.029,2.957,0.059,1375.758
TW0003714002,2017,31.648,159.869,44.943,25270.616
US29362U1043,2017,24.252,94.507,37.438,1342.532
KR7039030002,2017,0.278,2.013,5.077,404151.5294
TW0003016002,2017,2.154,16.649,0.227,3342.938
TW0005351001,2017,0.08,2.955,0.17,6167.146
KR7084370006,2017,0.005,9.693,1.166,130154.065
TW0002393006,2017,0.571,121.347,9.488,27310.581
TW0006288004,2017,3.844,3.953,0.624,2635.786
TW0003035002,2017,0.051,3.375,0.048,5342.609
TW0004961008,2017,3.411,0.832,0.137,7169.758
TW0003545000,2017,0.006,1.788,0.177,10798.334
US3463751087,2017,7.128,12.345,3.968,548.441
TW0008131004,2017,10.001,106.61,0.095,7888.494
TW0003532008,2017,5.38,221.035,3.201,12713.025
TW0003413001,2017,0.13,66.233,1.223,8168.326
CNE100004PM0,2017,4.089,4.751,0.942,1966.950498
KYG3790U1040,2017,0.003,28.508,0.025,3094.368
TW0004952007,2017,0.053,0.83,0.122,3151.9
CNE1000030S9,2017,0.047,5.928,0.951,2029.708832
TW0008081001,2017,0.061,1.155,0.038,3937.695
TW0003443008,2017,0.187,3.681,0.1,12160.606
TW0006488000,2017,18.736,8810.83,5.819,46212.601
KYG393871085,2017,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0003188009,2017,0.576,0.475,0.054,945.874
TW0002441003,2017,1.241,88.707,4.78,11951.769
CNE000000YF5,2017,7.972,10.267,1.9,4079.620629
US36241U1060,2017,0.97,0.58,2.08,48.18
JP3771800004,2017,13.042,49.715,194.734,130495
CNE100002Q09,2017,0.643,1.69,0.145,179.7944835
CNE100004314,2017,2.57,205.961,5.829,932.0196011
CNE000001DN1,2017,33.739,52.609,7.649,2741.791759
KR7042700005,2017,3.451,15.649,0.179,197300.0434
TW0006168008,2017,1.194,9.129,2.477,3013.603
DE000HAG0005,2017,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0006202005,2017,0.042,1.377,0.068,4614.917
CNE100002V10,2017,60.63,328.088,5.527,6950.03758
HK0000218211,2017,11.039,421.133,26.647,808.148
TW0002486008,2017,2.397,19.971,0.391,4134.851
TW0008040007,2017,0.012,0.5,0.18,865.574
US4532041096,2017,0.069,0.361,5.294,125.3
MYQ0166OO007,2017,0.13,53.05,2.57,1176.672
CH0011029946,2017,0.648,1.6,5.346,373.581
DE0006231004,2017,259.078,609.825,539.248,7063
CNE100001377,2017,0.997,1.08,0.502,184.4670193
US45817G2012,2017,0.115,0.149,0.213,3.598296
JP3152720003,2017,0.771,0.969,3.498,5369.179
US4611471008,2017,1.175,3.004,0.496,66.801
US44980X1090,2017,13.435,40.6,27.733,1408.889
GB0009619924,2017,4.424,23.415,1.037,154.553
TW0003014007,2017,0.462,1.758,0.121,3173.13
JP3735300000,2017,1.853,6.345,10.404,12489
JP3389680004,2017,0.231,1.364,39.074,22326.26
CNE000001F05,2017,23.004,632.04,191.202,23855.51238
CNE000000N97,2017,4.839,11.167,1.244,752.622632
TW0005285001,2017,0.072,6.547,0.428,3710.409
CNE0000017L3,2017,448.659,21.925,1.84,1634.890299
TW0006552003,2017,0.131,10.928,5.282,1322.928
TW0002375003,2017,2.227,5.806,0.36,2925.473
JP3281610000,2017,3.11,8.466,3.353,14558.837
TW0002449006,2017,2.202,223.903,0,19686.911
US5012421013,2017,0.527,14.334,0.498,809.041
JP3979200007,2017,0.023,3.01,58.243,17278.121
TW0003346003,2017,0.033,1.577,0.225,4088.04
US5184151042,2017,0.343,2.351,3.396,385.961
TW0003588000,2017,0.858,1.582,0.058,1023.485
KR7058470006,2017,2.569,19.378,0.169,141510.913
TW0002472008,2017,0.395,38.054,1.961,7180.439
TW0002369006,2017,1.72,60.123,8.555,6063.665
TW0004979000,2017,0.041,4.602,0.122,1666.793
US55405Y1001,2017,9.566,11.96,44.837,698.772
TW0002337003,2017,180,258,29.326,34196.916
US55933J2033,2017,16.914,20.394,12.355,679.672
MYL3867OO008,2017,0.005,0.161,5.694,1540.468
US5738741041,2017,7.087,30.962,293.493,2300.992
US57776J1007,2017,5.505,4.203,9.409,420.318
CNE100003QK4,2017,2.1,1.519,1.177,591.6473686
TW0003527008,2017,0.071,1.156,0.178,2715.659
TW0002454006,2017,0.748,37.07,17.386,238216.318
JP3920860008,2017,7.188,4.958,6.043,67438.389
BE0165385973,2017,0.66,10.384,3.639,511.661446
JP3750400008,2017,3.789,12.25,30.722,28455
JP3910570005,2017,1.169,5.259,5.055,6994.787
TW0002464005,2017,167.563,508.792,0.402,12376.355
US55306N1046,2017,2.511,33.096,7.771,1915.977
CNE100001X19,2017,80.481,149.399,14.42,8168.725597
CNE100003MN7,2017,0.011,1.811,1.421,1227.514933
TW0002434008,2017,0.484,5.869,0.207,261.793
DE0006627201,2017,6.21,9.564,4.032,266.401895
SE0000375115,2017,1.156,2.371,6.134,3000.056
US63010N1054,2017,0.263,0.303,0.469,7.878099
TW0002408002,2017,61.287,315.141,252.916,54918.224
CNE1000040F5,2017,3.004,23.056,1.035,693.795945
CNE100000ML7,2017,9.37,68.723,2.723,2222.81847
US64118P1093,2017,1.155,1.054,0.627,38.322
TW0003317004,2017,1.315,1.104,0.06,2414.017
JP3686200001,2017,1.929,4.775,3.944,21442
JP3725200004,2017,4.183,11.609,1.181,19765
JP3701200002,2017,128.779,204.985,4.519,116311
NO0003055501,2017,0.008,1.25,46.114,236.003
IL0010845571,2017,24.079,3.32,0.844,221.992
TW0003034005,2017,0.398,8.924,0.937,47073.692
TW0004919006,2017,39.1,39.7,2.483,9235.382
US6294452064,2017,0.624,0.606,1.916,28.326196
JP3193600008,2017,2.752,3.984,0.459,12226.069
US6833441057,2017,4.555,3.34,2.203,258.621
TW0002329000,2017,1.07,90.888,3.184,13886.312
JP3200400004,2017,4.215,14.89,66.253,31301.272
DE000LED4000,2017,30.5,205.7,23373.301,4128
US68989M2026,2017,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0002481009,2017,1.158,23.445,2.121,11894.196
US7013543001,2017,0.003,0.003,0.019,0.1
US71360T2006,2017,0.267,0.139,0.48,8.842
TW0008299009,2017,0.129,7.644,0.013,41864.759
US7194051022,2017,49.054,48.824,12.246,450.678
CNE100005998,2017,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US72581M3051,2017,1.377,1.706,1.542,80.637
US7392761034,2017,8.924,14.058,12.668,431.755
TW0006770001,2017,75.598,515.197,0.877,6236.632
TW0006239007,2017,31.795,322.94,70.545,59632.083
TW0006173008,2017,0.755,25.684,0.706,3162.697
DE0007461006,2017,0.409,2.173,1.311,85.362
US74837P4054,2017,0.262,0.203,1.532,12.149
US7509171069,2017,1.69,1.097,9.453,393.096
TW0002379005,2017,0.693,20.341,0.37,41688.021
TW0002302007,2017,0.603,1.784,0.378,449.641
JP3164720009,2017,0.053,1109.15,1903.273,780261
US7631651079,2017,2.094,2.127,1.102,136.872
TW0004968003,2017,0.043,0.485,0.062,2666.091
TW0008104001,2017,0.003,9.53,1.039,2262.373
ES0105225009,2017,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100003RK2,2017,3.439,3.621,1.627,1250.531045
JP3982800009,2017,35.08,530.081,603.504,352010
JP3982200002,2017,2.724,10.639,26.75,24738.925
JP3976200000,2017,0.641,1.191,5022.773,219225
JP3975410006,2017,0.135,2.075,499.836,#N/A N/A
JP3322950001,2017,0.636,2.416,7.93,3124.652
CNE000000KB3,2017,93.317,199.908,14.663,8393.725784
JP3329600005,2017,7.286,95.302,131.692,158772
DE0005156236,2017,3.221,4.5,1.489,120.926
TW0003583001,2017,0.787,9.399,0.591,3539.131
JP3494600004,2017,12.263,41.093,2720.7,300233
TW0002351004,2017,0.931,26.538,2.737,9581.05
JP3418400002,2017,4.213,3.331,2.544,20959.512
US8168501018,2017,1.059,9.18,8.398,544.272
CH0406705126,2017,1.001,1.742,1.046,148.003
KR7046890000,2017,67.957,72.089,4.057,1110410.474
US8173232070,2017,0.887,0.47,0.406,48.263
CNE100002NT4,2017,1.594,1.196,1.191,531.5052722
CNE000000XB6,2017,1.648,1.891,1.017,561.8739772
CNE100000510,2017,0.118,6.718,3.638,1449.8496
CNE100002G84,2017,7.648,4.317,1.911,3681.594309
CNE100000Q50,2017,16.432,18.734,4.563,10228.67052
JP3355000005,2017,0.233,4.357,77.019,42737
JP3371600002,2017,2.8,64.7,151.4,73979
JP3375800004,2017,33.531,111.218,2.239,139890
KYG811801045,2017,1.843,6.632,0.176,3148.644
TW0006257009,2017,0.158,61.789,1,6831.74
TW0002363009,2017,0.296,1.207,0.016,211.988
US8269191024,2017,0.111,3.179,4.251,768.867
US82706C1080,2017,6.195,4.147,0.764,523.404
TW0003530002,2017,0.006,0.254,0.728,1714.565
TW0003288007,2017,0.242,0.139,0.044,185.516
DE000WAF3001,2017,11.636,261.687,154.487,1177.3
TW0005483002,2017,15.007,565.558,5.902,59371.198
US82982T1060,2017,1.664,1.018,1.788,101.065
TW0008016007,2017,0.1,2.3,0.12,9431.062
KR7000660001,2017,1709.63,3378.08,158.296,30109434
JP3162640001,2017,3.645,10.391,3.192,17044.865
US83089J1088,2017,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
KYG8232Y1017,2017,0.308,7.385,11.291,761.291
KYG8020E1199,2017,462.071,1334,89.621,3101.175
DE0005178008,2017,1.536,0.848,1.107,78.708
FR0013227113,2017,3.399,2.725,25.493,245.71
TW0005471007,2017,0,0.757,0,3341.28
TW0003055000,2017,0.003,2.351,0.506,2651.236
CNE100003RN6,2017,2.1,2.643,1.075,437.9824127
NL0000226223,2017,605,756,132,8347
DE000A1K0235,2017,1.209,2.552,3.347,166.524
JP3322930003,2017,23,894,4,260627
TW0002401007,2017,4.738,13.674,0.544,6784.706
CNE000001P60,2017,7.272,10.883,2.332,1854.591461
US87157D1090,2017,0.059,5.072,4.886,1718.2
TW0001582005,2017,0.075,0.354,0.045,8870.758
TW0002338001,2017,0.124,11.057,0.187,1427.073
TW0006278005,2017,0.376,10.793,12.799,26330.034
TW0002340007,2017,3.226,35.831,5.873,5589.853
JP3468000009,2017,2.364,7.25,19.01,17169.916
TW0004967005,2017,0.034,1.132,0.357,6824.008
IT0005482333,2017,1.047,2.774,1.225,118.69252
TW0003030003,2017,2.134,13.726,0.046,3601.158
CNE100000825,2017,43.073,252.264,6.842,7009.876086
KR7064760002,2017,2.374,16.867,0.524,130310.06
JP3571400005,2017,8,133,4028,799719
JP3571800006,2017,9.244,20.846,44.982,88764
JP3580200008,2017,8.956,41.09,134.783,77792
TW0006271000,2017,0.826,49.408,0.45,7745.602
CNE1000006C3,2017,34.787,256.938,9.176,6519.255165
TW0008021007,2017,0.191,13.757,0.674,3283.163
JP3637280003,2017,60.718,36.545,16.518,21559.622
JP3555700008,2017,3.789,13.471,25.821,27632.225
IL0010823792,2017,386.778,148.411,27.837,1387.31
TW0002451002,2017,0.067,4.214,0.845,20964.853
TW0002330008,2017,2075.93,6080.21,4242.52,977447.241
TW0002426004,2017,7.642,15.002,5.54,3124.52
CH0033361673,2017,0.376,1.008,6.604,403.712
US90385V1070,2017,9.789,7.624,4.944,924.351
JP3126190002,2017,5.475,82.945,1129.457,231831
TW0002303005,2017,765.247,1707.71,2218.1,149284.706
TW0008277005,2017,0.516,0.986,0.344,620.251
CNE000001M14,2017,5.785,4.98,6.071,1829.095735
KR7077500007,2017,3.063,3.249,0.348,246092.146
MYL5005OO003,2017,1.659,121.187,3.267,1465.727
US91347P1057,2017,0.467,4.932,10.524,335.629
JP3829900004,2017,4.641,3.9,22.58,45376
TW0005347009,2017,273.142,438.022,214.001,24909.613
US9224171002,2017,2.169,7.328,1.585,484.756
CNE100004413,2017,0.005,1.212,2.175,1079.916293
TW0002388006,2017,0.006,1.516,0.048,4511.868
TW0006789001,2017,5.193,30.827,1.805,2519.211
US9282981086,2017,154.34,182.163,36.956,2599.368
US92835K1034,2017,4.616,4.028,5.169,254.35
TW0002455003,2017,0.472,9.362,0.005,2137.109
TW0006182009,2017,6.982,61.145,0.298,6376.511
TW0008110008,2017,0.326,113.861,0.274,9431.751
TW0002436003,2017,1.264,1.182,0.033,2381.145
CNE100002XM8,2017,0.228,21.39,4.211,2405.916267
TW0003105003,2017,54.516,96.562,21.065,17086.355
TW0002344009,2017,62.318,250.859,35.775,47591.792
JP3154370005,2017,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US9778521024,2017,211.684,122.601,146017,1473
KR7030530000,2017,8.111,63.326,5.383,481986.655
KR7240810002,2017,2.771,20.737,1.897,630860.973
BE0974310428,2017,0.188,0.302,110.007,581.687
JP3990600003,2017,3.639,6.426,54.789,29452.208
CNE100001R90,2017,4.42,90.736,6.848,1469.50839
CNE100001DJ8,2017,7.925,52.141,3.043,1948.8482
US0079031078,2018,3.207,42.458,922,6475
US0326541051,2018,54.393,94.316,4.578,6224.689
US0382221051,2018,38.5,113.5,30,16705
US11135F1012,2018,129.595,184.834,72.165,20848
US29355A1079,2018,0.013,9.723,0.747,316.159
US3364331070,2018,22.2,334.088,1013.31,2244.044
US4581401001,2018,940,660,10083,70848
US4824801009,2018,3.905,53.895,18.218,4036.701
US5128071082,2018,27.415,64.026,28.968,11076.998
US5950171042,2018,488.044,281.875,58.989,3980.8
US5951121038,2018,2945.74,3177.99,5142.43,30391
US6098391054,2018,0.051,5.826,31.968,582.382
US67066G1040,2018,2.37,56.46,327.371,9714
NL0009538784,2018,594.499,725.613,28.738,9407
US6821891057,2018,1470.61,676.05,39.907,5878.3
US74736K1016,2018,202.678,149.188,35.359,2973.536
US7475251036,2018,73.832,120.771,111.252,22611
US83088M1027,2018,41.39,145.453,18.722,3868
US8807701029,2018,1.979,28.333,7.665,2100.802
US8825081040,2018,1130,1120,31.719,15784
CNE100004ZD8,2018,2.077,1.262,1.135,550.269056
US00108J1097,2018,1.287,3.811,0.43,74.643
TW0003438008,2018,0.896,1.742,0.061,1052.369
CNE100003MM9,2018,3.884,4.26,2.813,1639.28833
TW0003437000,2018,0.449,11.44,1.477,4643.051
TW0008261009,2018,0.028,0.477,0.03,2709.09
JP3122400009,2018,3.83,31.31,676.456,207223
DE000A0WMPJ6,2018,0.194,6.184,4.282,268.811
KYG022421088,2018,0.014,0.252,0.119,3450.678
TW0003041000,2018,1.633,1.994,0.078,2412.587
CNE100001ZN3,2018,3.64,2.8,0.8,1364.689743
US01749D1054,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
BMG6331P1041,2018,18.006,23.121,2.75,421.553
GB00BNDRMJ14,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
KYG037AX1015,2018,4.144,3.045,1.611,295.402
US0316521006,2018,50.779,936.853,768.261,4316.466
CNE100003LZ3,2018,4.859,5.252,2.019,2369.069435
TW0002493004,2018,1.602,3.191,0.243,2400.52
AT0000A18XM4,2018,22.443,9.211,2.265,1426.306
US0323325045,2018,2.648,2.793,1,176.426
TW0006291008,2018,0.189,0.161,0.026,143.94
TW0006533003,2018,0.197,0.171,0.068,304.756
TW0006138001,2018,0.004,1.397,0.032,4846.935
JP3105280006,2018,8.469,23.168,4.628,45675.569
TW0006531007,2018,0.025,0.35,0.849,4723.851
TW0008271008,2018,0.009,2.055,0.13,9441.618
TW0006449002,2018,1.762,5.637,0.28,2042.82
TW0003264008,2018,0.605,71.937,1.312,8443.804
NO0010946593,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US04302A1043,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0003711008,2018,99.504,1735.1,857.703,371092.421
TW0003169009,2018,0.549,0.296,0.044,647.83
NL0000334118,2018,0.508,19.054,6.875,818.081
TW0005269005,2018,0.001,0.376,0.062,3722.351
NL0010273215,2018,17.5,136.8,5019.338,10944
KYG0535Q1331,2018,1.2,151.3,1.1,19550.59
TW0005274005,2018,0.017,0.201,0.102,2153.519
US04965B1008,2018,0.005,0.005,0.044,0.246
KR7017900002,2018,4.042,13.508,0.533,176929.8
US0545402085,2018,3.579,6.671,1.668,442.575
JP3108080007,2018,1.722,0.822,1.102,8477
US00246W1036,2018,2.575,4.598,0.722,102.397
NL0012866412,2018,0.246,9.249,12.934,525.256
TW0003031001,2018,2.276,5.016,1.356,1650.74
CNE100001XM0,2018,3.417,4.816,1.691,778.3599809
DE000A1TNMM9,2018,4.148,4.293,1.586,151.302
US1572101053,2018,1.051,0.774,2.182,77.877
TW0003257002,2018,0.626,1.027,0.031,775.692
TW0008070004,2018,8.853,15.432,3.395,15756.626
TW0006548001,2018,1.913,44.078,8.511,9784.851
TW0001597003,2018,6.19,5.49,0.387,2078.901
CNE100003S06,2018,39.646,253.112,9.826,6270.796547
TW0008084005,2018,2.04,0.955,0.188,2684.005
TW0006147002,2018,1.337,94.116,3.611,18725.27
TW0008150004,2018,2.284,242.7,38.347,18480.027
US1727551004,2018,0.574,8.113,13.149,1532.186
GB0001602944,2018,0.134,0.382,0.06,31.674
US19247G1076,2018,31.774,250.909,10.292,1158.794
US1925761066,2018,1.094,9.332,1.539,451.768
KYG234201138,2018,0.047,0.822,0.197,172.617
TW0002466000,2018,30.435,2.15,1.156,2626.834
MYL7204OO000,2018,0.036,15.202,0.466,490.775
JP3487600003,2018,5.893,4.852,36.065,59662.791
CNE000000X87,2018,8.17,11.264,1.078,2343.84943
TW0003094009,2018,0.01,0.425,0.035,261.095
KR7000990002,2018,142.041,168.234,7.695,669279.1365
US2545431015,2018,73.451,58.483,23.116,1213.989
JP3548600000,2018,7.238,39.622,911.376,167364
CNE100001RT7,2018,0.35,11.836,4.849,4652.053985
TW0003048005,2018,22.939,22.309,5.686,80259.405
TW0002458007,2018,0.124,2.946,0.015,8651.332
TW0003450003,2018,0.171,40.164,3.1,6842.243
TW0003006003,2018,0.16,3.556,0.371,11555.124
DE0005677108,2018,3.608,3.082,4.684,253.87
TW0003529004,2018,0.027,2.672,0.051,1476.516
TW0003714002,2018,23.53,165.396,46.237,20306.412
US29362U1043,2018,24.424,94.089,37.625,1550.497
KR7039030002,2018,0.295,1.942,4.073,294095.0455
TW0003016002,2018,2.738,22.757,0.274,4524.026
TW0005351001,2018,0.077,3.072,0.078,4840.161
KR7084370006,2018,0.008,10.019,1.512,220177.524
TW0002393006,2018,0.904,110.716,9.904,24089.291
TW0006288004,2018,4.287,4.401,0.862,3387.837
TW0003035002,2018,0.066,3.362,0.051,4904.658
TW0004961008,2018,0.18,0.858,0.155,8852.376
TW0003545000,2018,0.005,1.703,0.212,9919.368
US3463751087,2018,6.341,12.08,3.862,529.675
TW0008131004,2018,6.843,126.165,0.172,8785.525
TW0003532008,2018,5.525,220.332,6.774,16358.126
TW0003413001,2018,0.14,62.553,1.51,9304.949
CNE100004PM0,2018,4.569,4.529,0.96,2193.479663
KYG3790U1040,2018,0.003,29.37,0.017,3412.024
TW0004952007,2018,0.057,0.805,0.115,2844.744
CNE1000030S9,2018,0.059,6.029,1.371,2245.786322
TW0008081001,2018,0.048,1.135,0.067,4465.551
TW0003443008,2018,0.178,4.075,0.118,13459.804
TW0006488000,2018,18.086,554.968,27.209,59063.51
KYG393871085,2018,1480.783,866.762,722.464,6196.039
TW0003188009,2018,1.095,0.879,0.08,1815.172
TW0002441003,2018,1.252,89.627,19.916,12356.434
CNE000000YF5,2018,8.921,12.664,2.717,4767.907571
US36241U1060,2018,0.928,0.625,1.634,42.643
JP3771800004,2018,12.64,47.813,387.074,144338
CNE100002Q09,2018,0.887,3.488,0.18,216.1215107
CNE100004314,2018,2.782,232.333,8.259,1222.66699
CNE000001DN1,2018,38.47,61.349,9.072,3025.857115
KR7042700005,2018,3.891,30.369,0.241,217114.8596
TW0006168008,2018,1.216,9.317,3.189,2923.669
DE000HAG0005,2018,10.302,8.569,47.309,1110.118
TW0006202005,2018,0.04,1.304,0.083,4862.807
CNE100002V10,2018,71.33,442.86,10.444,11076.41022
HK0000218211,2018,12.994,407.855,27.751,930.268
TW0002486008,2018,2.553,24.451,0.469,3988.485
TW0008040007,2018,0.013,0.485,0.189,877.536
US4532041096,2018,0.071,0.371,7.233,122.633
MYQ0166OO007,2018,0.13,65.49,2.917,1376.042
CH0011029946,2018,0.608,1.637,5.511,410.447
DE0006231004,2018,273.214,642.258,542.244,7599
CNE100001377,2018,1.419,1.429,0.726,259.6701112
US45817G2012,2018,0.142,0.186,0.304,4.433454
JP3152720003,2018,0.84,1.523,4.138,6009.224
US4611471008,2018,1.293,3.465,0.508,78.563
US44980X1090,2018,12.1,36.756,29.995,1459.874
GB0009619924,2018,4.686,24.656,1.037,156.291
TW0003014007,2018,0.515,1.77,0.131,3363.143
JP3735300000,2018,2.056,6.7,26.209,14405
JP3389680004,2018,0.245,1.433,51.533,27831.011
CNE000001F05,2018,23.711,646.333,152.588,23856.48737
CNE000000N97,2018,3.337,7.299,1.06,471.998949
TW0005285001,2018,0.065,6.906,0.499,5009.229
CNE0000017L3,2018,487.834,22.82,1.955,1709.262284
TW0006552003,2018,0.142,14.911,11.903,1931.008
TW0002375003,2018,2.247,9.238,0.412,2972.45
JP3281610000,2018,3.349,9.071,3.541,15758.666
TW0002449006,2018,3.623,290.699,0,20815.369
US5012421013,2018,0.503,13.852,0.673,889.121
JP3979200007,2018,0.02,2.687,61.481,21252.468
TW0003346003,2018,0.035,1.377,0.245,4404.913
US5184151042,2018,0.333,2.397,3.455,398.799
TW0003588000,2018,1.266,1.428,0.072,1080.437
KR7058470006,2018,2.755,19.812,0.172,150354.373
TW0002472008,2018,0.415,39.474,2.354,8048.055
TW0002369006,2018,1.705,57.835,6.518,5242.959
TW0004979000,2018,0.028,4.852,0.1,1525.075
US55405Y1001,2018,9.68,11.576,36.067,570.398
TW0002337003,2018,173,273,48.914,36953.032
US55933J2033,2018,18.697,22.939,13.249,750.898
MYL3867OO008,2018,0.005,0.163,6.167,1535.418
US5738741041,2018,2.599,24.107,3220.239,2409.17
US57776J1007,2018,5.153,3.899,8.641,384.997
CNE100003QK4,2018,1.983,1.205,1.135,560.1900213
TW0003527008,2018,0.066,1.174,0.202,2985.122
TW0002454006,2018,0.808,37.941,17.386,238057.346
JP3920860008,2018,4.201,1.616,7.633,89029.101
BE0165385973,2018,0.588,11.479,3.357,569.369915
JP3750400008,2018,3.98,12.624,32.656,30091
JP3910570005,2018,1.292,5.94,7.443,8491.628
TW0002464005,2018,189.65,593.528,0.394,14406.44
US55306N1046,2018,2.528,31.946,9.242,2075.108
CNE100001X19,2018,182.494,341.726,27.646,17951.85572
CNE100003MN7,2018,0.012,1.63,1.598,1757.664583
TW0002434008,2018,0.106,6.658,0.204,304.695
