Isin,Year,EG017,EG018,EG030,IS010
DE0006627201,2018,6.848,9.318,4.263,275.349108
SE0000375115,2018,1.5,0.9,70.8,3780.586
US63010N1054,2018,0.179,0.158,0.227,4.500755
TW0002408002,2018,78.312,369.904,534.062,84721.804
CNE1000040F5,2018,4.842,35.333,1.429,1010.445517
CNE100000ML7,2018,13.162,99.266,4.316,3323.850957
US64118P1093,2018,0.718,0.885,0.505,33.529
TW0003317004,2018,1.294,1.149,0.057,2411.112
JP3686200001,2018,2.049,3.887,4.758,18707
JP3725200004,2018,4.204,11.51,1.489,19509
JP3701200002,2018,187.018,213.752,4.769,133362
NO0003055501,2018,0.009,1.34,48.407,271.134
IL0010845571,2018,25.216,3.605,0.908,251.134
TW0003034005,2018,0.403,10.834,1.009,54833.856
TW0004919006,2018,35.8,41,2.425,10040.221
US6294452064,2018,0.658,0.663,1.596,29.863881
JP3193600008,2018,2.816,3.421,0.483,13648.149
US6833441057,2018,10.332,12.535,2.357,324.523
TW0002329000,2018,1.113,93.617,2.33,15188.192
JP3200400004,2018,4.345,15.367,67.549,33154.023
DE000LED4000,2018,31,237.2,20439.699,3789
US68989M2026,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0002481009,2018,1.295,21.952,1.629,11365.605
US7013543001,2018,0.004,0.004,0.02,0.135
US71360T2006,2018,0.51,0.617,0.813,16.6
TW0008299009,2018,0.138,9.428,0.017,40788.105
US7194051022,2018,56.143,56.633,12.477,535.276
CNE100005998,2018,0.353,3.058,0.905,70.64402675
US72581M3051,2018,1.408,1.292,1.671,76.554
US7392761034,2018,9.131,14.458,12.339,415.955
TW0006770001,2018,97.387,504.975,29.536,49913.779
TW0006239007,2018,33.07,388.397,102.767,68039.379
TW0006173008,2018,0.88,29.816,1.582,5750.648
DE0007461006,2018,0.44,2.454,1.412,96.783
US74837P4054,2018,0.23,0.159,0.802,12.629
US7509171069,2018,1.836,1.275,8.209,231.201
TW0002379005,2018,0.683,21.094,0.404,45805.746
TW0002302007,2018,0.71,2.076,0.327,520.371
JP3164720009,2018,221.166,873.334,1844.28,756503
US7631651079,2018,2.612,2.761,1.306,163.212
TW0004968003,2018,0.042,0.488,0.059,2650.169
TW0008104001,2018,0.003,10.594,1.056,2519.944
ES0105225009,2018,0.118,0.083,0.16,3.661949
CNE100003RK2,2018,3.509,3.085,1.677,1270.895142
JP3982800009,2018,36.002,559.484,704.243,397106
JP3982200002,2018,2.922,7.834,48.879,52248.9
JP3976200000,2018,0.77,1.667,7117.75,236494
JP3975410006,2018,0.142,2.146,1168.838,#N/A N/A
JP3322950001,2018,1.099,3.72,12.834,5466.483
CNE000000KB3,2018,101.236,207.697,16.494,8364.374226
JP3329600005,2018,7.65,96.174,140.158,175209
DE0005156236,2018,3.456,4.892,1.27,125.349
TW0003583001,2018,0.778,8.871,0.639,3988.033
JP3494600004,2018,12.234,42.542,2756.37,339368
TW0002351004,2018,0.974,26.103,2.726,10416.495
JP3418400002,2018,4.305,3.383,2.021,23596.927
US8168501018,2018,1.001,8.662,12.609,587.847
CH0406705126,2018,1.176,1.795,1.063,174.81
KR7046890000,2018,73.311,79.754,4.518,1194179.669
US8173232070,2018,0.75,0.433,0.477,40.25
CNE100002NT4,2018,1.705,1.339,1.234,572.3926944
CNE000000XB6,2018,2.181,1.93,1.293,784.3444374
CNE100000510,2018,0.13,8.135,2.991,1409.63
CNE100002G84,2018,7.918,5.038,2.218,3721.291686
CNE100000Q50,2018,22.739,25.339,5.919,12867.76806
JP3355000005,2018,0.354,4.545,94.215,49256
JP3371600002,2018,1.4,66.9,178.7,79343
JP3375800004,2018,35.188,114.268,2.363,147113
KYG811801045,2018,2.611,21.638,0.233,4465.71
TW0006257009,2018,0.177,61.534,1.351,9541.489
TW0002363009,2018,0.315,1.311,0.016,223.085
US8269191024,2018,0.086,2.941,3.093,868.267
US82706C1080,2018,0.313,6.602,0.868,530.348
TW0003530002,2018,0.007,0.283,0.509,2034.267
TW0003288007,2018,0.223,0.195,0.041,168.7
DE000WAF3001,2018,11.952,268.208,260.37,1456.7
TW0005483002,2018,18.208,619.746,7.469,69238.945
US82982T1060,2018,1.406,0.873,1.655,85.214
TW0008016007,2018,0.104,1.917,0.141,10330.505
KR7000660001,2018,1958.54,3955.85,109.1,40445066
JP3162640001,2018,4.685,12.745,4.64,22772.091
US83089J1088,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
KYG8232Y1017,2018,0.231,6.408,18.825,1288.821
KYG8020E1199,2018,425.706,1375.52,104.197,3359.984
DE0005178008,2018,1.709,0.937,1.136,83.89
FR0013227113,2018,3.275,2.799,31.943,310.631
TW0005471007,2018,0,0.748,0,3157.555
TW0003055000,2018,0.003,2.379,0.564,3152.979
CNE100003RN6,2018,2.725,3.55,1.625,675.3676666
NL0000226223,2018,644,791,137,9664
DE000A1K0235,2018,1.395,2.776,5.22,203.931
JP3322930003,2018,21,656,4,325059
TW0002401007,2018,4.372,13.469,0.461,6050.137
CNE000001P60,2018,7.484,11.117,1.963,1885.325487
US87157D1090,2018,0.061,4.566,4.907,1630.3
TW0001582005,2018,0.055,0.346,0.113,8808.885
TW0002338001,2018,0.156,12.502,0.385,2885.982
TW0006278005,2018,0.379,15.219,12.597,30634.088
TW0002340007,2018,3.157,34.94,8.094,5364.61
JP3468000009,2018,2.674,7.715,20.154,19036.78
TW0004967005,2018,0.043,1.268,0.55,7199.517
IT0005482333,2018,1.329,3.173,1.575,142.141055
TW0003030003,2018,2.89,16.551,0.055,4919.426
CNE100000825,2018,44.028,287.39,7.134,7121.706262
KR7064760002,2018,3.114,21.821,0.644,170518.83
JP3571400005,2018,9,143,23163,1130728
JP3571800006,2018,9.285,20.091,44.219,105277
JP3580200008,2018,9.836,41.271,147.675,88194
TW0006271000,2018,0.906,49.523,0.523,7413.512
CNE1000006C3,2018,37.831,299.898,10.866,7222.862994
TW0008021007,2018,0.187,13.862,0.732,3282.444
JP3637280003,2018,60.312,39.04,16.983,23996.944
JP3555700008,2018,4.034,16.073,38.037,31010.95
IL0010823792,2018,419.584,154.575,31.962,1304.034
TW0002451002,2018,0.049,4.308,0.723,17615.965
TW0002330008,2018,2125.73,6349.64,4315.5,1031473.557
TW0002426004,2018,9.283,15.499,5.155,3028.131
CH0033361673,2018,0.368,0.958,6.219,393.269
US90385V1070,2018,11.517,9.446,6.549,1096.523
JP3126190002,2018,5.591,82.194,1329.334,249271
TW0002303005,2018,756.312,1738.92,1967.77,151252.571
TW0008277005,2018,0.809,1.608,0.342,585.74
CNE000001M14,2018,5.255,4.509,5.752,2458.423475
KR7077500007,2018,3.288,3.589,0.386,265573.82
MYL5005OO003,2018,1.623,119.765,2.639,1351.276
US91347P1057,2018,0.319,4.391,5.672,247.414
JP3829900004,2018,5.696,4.579,30.426,66067
TW0005347009,2018,331.108,456.472,235.513,28928.094
US9224171002,2018,2.064,6.379,3.173,542.082
CNE100004413,2018,0.005,1.186,2.168,1057.497554
TW0002388006,2018,0.006,1.549,0.047,4796.841
TW0006789001,2018,5.165,29.828,1.764,2748.42
US9282981086,2018,169.608,193.374,33.029,3034.689
US92835K1034,2018,4.993,4.276,5.446,299.794
TW0002455003,2018,0.449,8.699,0.005,2062.12
TW0006182009,2018,7.085,59.587,1.623,9205.258
TW0008110008,2018,0.326,116.133,0.586,8552.749
TW0002436003,2018,1.335,1.01,0.035,2564.457
CNE100002XM8,2018,0.32,18.234,18.536,9701.902369
TW0003105003,2018,64.447,101.253,23.52,17310.716
TW0002344009,2018,64.51,265.596,71.884,51190.323
JP3154370005,2018,0.149,0.06,0.239,426.037
US9778521024,2018,253.411,135.418,208535,924.9
KR7030530000,2018,10.25,68.849,5.675,500162.429
KR7240810002,2018,2.862,20.883,2.333,649312.685
BE0974310428,2018,0.197,0.313,108.091,587.898
JP3990600003,2018,3.656,9.958,55.909,28871
CNE100001R90,2018,5.228,88.354,9.743,1851.78348
CNE100001DJ8,2018,9.915,75.272,4.143,2535.711475
US0079031078,2019,3.358,36.911,964.546,6731
US0326541051,2019,64.01,96.383,7.031,5991.065
US0382221051,2019,64.965,78.677,12765.7,14608
US11135F1012,2019,149.314,185.627,45.085,22597
US29355A1079,2019,0.012,14.661,1.065,624.333
US3364331070,2019,26.52,441.692,1677.68,3063.117
US4581401001,2019,940,660,9739,71965
US4824801009,2019,3.551,49.333,421.666,4568.904
US5128071082,2019,79.313,82.296,23.055,9653.559
US5950171042,2019,529.37,328.915,108.454,5349.5
US5951121038,2019,3194.54,3502.77,3799.68,23406
US6098391054,2019,0.051,5.88,32.979,627.921
US67066G1040,2019,2.675,60.093,1861.37,11716
NL0009538784,2019,458.518,675.963,36.69,8877
US6821891057,2019,2074.68,671.656,12.638,5517.9
US74736K1016,2019,200.5,153.418,32.745,3090.325
US7475251036,2019,75.29,114.06,111.252,24273
US83088M1027,2019,39.119,151.041,16.486,3376.8
US8807701029,2019,1.973,28.333,7.665,2294.965
US8825081040,2019,970,1100,27.544,14383
CNE100004ZD8,2019,1.967,1.252,1.416,756.732957
US00108J1097,2019,1.672,3.957,0.589,107.524
TW0003438008,2019,1.043,1.766,0.073,1069.647
CNE100003MM9,2019,4.964,4.176,3.545,1946.949251
TW0003437000,2019,0.438,11.901,1.293,4037.141
TW0008261009,2019,0.025,0.51,0.027,2217.249
JP3122400009,2019,4.68,33.45,1693.16,282456
DE000A0WMPJ6,2019,0.171,0.407,3.638,259.627
KYG022421088,2019,0.017,0.328,0.133,4331.956
TW0003041000,2019,1.374,1.448,0.068,2011.515
CNE100001ZN3,2019,3.437,2.751,0.839,1463.360309
US01749D1054,2019,0.406,61.474,37.503,724.311
BMG6331P1041,2019,24.761,27.217,3.302,450.92
GB00BNDRMJ14,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
KYG037AX1015,2019,3.339,2.481,1.002,227.768
US0316521006,2019,44.246,863.282,879.044,4052.65
CNE100003LZ3,2019,5.599,5.566,1.979,2357.733387
TW0002493004,2019,1.554,2.982,0.245,2482.446
AT0000A18XM4,2019,20.612,238.7,7.141,1885.265
US0323325045,2019,1.341,1.599,0.578,85.035
TW0006291008,2019,0.199,0.173,0.023,153.021
TW0006533003,2019,0.316,0.552,0.137,494.851
TW0006138001,2019,0.004,1.264,0.002,4545.707
JP3105280006,2019,8.109,21.871,4.384,42777.15
TW0006531007,2019,0.024,0.272,0.702,3416.669
TW0008271008,2019,0.009,2.125,0.109,7485.821
TW0006449002,2019,1.679,5.535,0.267,2002.841
TW0003264008,2019,1.606,85.693,4.485,8050.139
NO0010946593,2019,0.014,0.004,0.051,2.496375
US04302A1043,2019,0.626,0.445,0.621,31.501
TW0003711008,2019,98.88,1695.22,1652.42,413182.184
TW0003169009,2019,0.6,0.347,0.042,723.153
NL0000334118,2019,0.921,23.111,47.119,1283.86
TW0005269005,2019,0.001,0.352,0.064,3746.124
NL0010273215,2019,16.9,141.4,6895.5,11820
KYG0535Q1331,2019,2.407,136.97,1,14030.169
TW0005274005,2019,0.01,0.165,0.116,2484.295
US04965B1008,2019,0.016,0.017,0.096,0.533
KR7017900002,2019,3.446,12.703,0.466,166182.499
US0545402085,2019,4.427,5.414,1.647,342.958
JP3108080007,2019,1.081,0.476,0.705,5003
US00246W1036,2019,2.551,3.976,0.704,83.256
NL0012866412,2019,0.166,9.013,514.738,356.195
TW0003031001,2019,1.908,4.979,1.278,1763.659
CNE100001XM0,2019,3.226,4.576,1.802,758.1423918
DE000A1TNMM9,2019,2.561,3.109,1.12,99.114
US1572101053,2019,1.409,1.29,3.564,87.152
TW0003257002,2019,0.956,1.731,0.031,687.633
TW0008070004,2019,8.396,15.051,3.283,15464.381
TW0006548001,2019,1.736,47.234,8.233,9320.275
TW0001597003,2019,5.794,2.211,0.282,1300.351
CNE100003S06,2019,6.28,32.126,8.658,5742.784131
TW0008084005,2019,1.396,0.751,0.121,2047.993
TW0006147002,2019,1.259,94.566,4.517,20419.492
TW0008150004,2019,2.448,239.476,39.327,20337.881
US1727551004,2019,0.555,7.347,11.258,1185.524
GB0001602944,2019,0.113,0.307,0.065,28.14
US19247G1076,2019,33.782,260.286,29.449,1362.496
US1925761066,2019,1.139,9.867,2.365,583.329
KYG234201138,2019,0.043,0.623,0.115,93.037
TW0002466000,2019,29.15,2.167,1.032,2294.655
MYL7204OO000,2019,0.037,15.243,0.482,504.305
JP3487600003,2019,6.074,5.016,36.647,61621.356
CNE000000X87,2019,5.621,7.347,0.588,1430.647507
TW0003094009,2019,0.01,0.362,0.202,242.531
KR7000990002,2019,141.09,170.963,10.65,807416.4229
US2545431015,2019,104.261,74.577,26.251,1249.13
JP3548600000,2019,8.471,39.201,769.453,147500
CNE100001RT7,2019,0.36,11.684,4.125,3873.497859
TW0003048005,2019,13.504,5.919,6.399,96876.837
TW0002458007,2019,0.128,2.857,0.01,9487.977
TW0003450003,2019,0.206,35.244,2.73,5750.79
TW0003006003,2019,0.158,3.533,0.374,11983.479
DE0005677108,2019,3.827,3.034,4.829,273.387
TW0003529004,2019,0.025,1.499,0.004,1410.085
TW0003714002,2019,20.625,192.064,71.095,15959.831
US29362U1043,2019,24.643,94.413,42.144,1591.066
KR7039030002,2019,0.256,2.081,2.825,206470.4633
TW0003016002,2019,1.088,84.872,0.246,3854.729
TW0005351001,2019,0.067,3.096,1.609,3681.468
KR7084370006,2019,0.004,9.907,1.468,205466.89
TW0002393006,2019,0.978,100.765,8.947,20966.541
TW0006288004,2019,5.652,4.866,2.162,4301.775
TW0003035002,2019,0.062,3.27,0.034,5306.351
TW0004961008,2019,0.17,0.809,0.121,9166.293
TW0003545000,2019,0.005,1.764,0.186,9160.261
US3463751087,2019,6.247,12.635,5.203,589.464
TW0008131004,2019,6.678,130.241,1.607,9457.849
TW0003532008,2019,5.936,202.295,30.887,11636.04
TW0003413001,2019,0.112,69.794,4.192,7305.825
CNE100004PM0,2019,6.744,7.263,1.331,3690.18362
KYG3790U1040,2019,0.004,29.489,0.001,3463.053
TW0004952007,2019,0.052,0.778,0.124,2634.421
CNE1000030S9,2019,0.055,6.672,1.451,3202.917103
TW0008081001,2019,0.049,1.205,0.133,5672.678
TW0003443008,2019,0.174,3.469,0.096,10710.068
TW0006488000,2019,17.206,509.321,37.557,58094.331
KYG393871085,2019,1415.314,858.12,636.727,5812.788
TW0003188009,2019,0.873,0.653,0.056,1485.912
TW0002441003,2019,1.108,92.956,94.064,12030.481
CNE000000YF5,2019,16.41,19.524,4.333,10452.45406
US36241U1060,2019,1.048,0.701,1.683,51.486
JP3771800004,2019,12.676,46.546,382.94,145912
CNE100002Q09,2019,1.383,4.712,0.268,398.8340985
CNE100004314,2019,2.701,228.546,7.793,1191.685954
CNE000001DN1,2019,36.728,62.925,8.17,3110.573828
KR7042700005,2019,2.137,16.787,0.138,120377.5204
TW0006168008,2019,1.19,9.047,2.779,2163.869
DE000HAG0005,2019,9.869,21.229,50.073,1114.2
TW0006202005,2019,0.043,1.348,0.062,4584.105
CNE100002V10,2019,72.995,348.025,7.216,8937.53783
HK0000218211,2019,16.954,432.389,27.24,932.567
TW0002486008,2019,2.289,21.669,0.439,3665.27
TW0008040007,2019,0.013,0.482,0.212,982.774
US4532041096,2019,0.061,0.382,10.131,152.836
MYQ0166OO007,2019,0.22,70.37,2.737,1152.86
CH0011029946,2019,0.644,1.371,5.197,381.659
DE0006231004,2019,264.203,664.77,467.148,8029
CNE100001377,2019,1.4,1.62,0.755,339.3511603
US45817G2012,2019,0.249,0.294,0.597,7.663658
JP3152720003,2019,1.113,1.328,5.652,7986.421
US4611471008,2019,1.351,2.023,0.508,60.66
US44980X1090,2019,15.582,35.315,28.976,1314.581
GB0009619924,2019,4.056,22.649,0.704,140.015
TW0003014007,2019,0.509,1.917,0.125,3664.91
JP3735300000,2019,2.053,6.087,26.397,14416
JP3389680004,2019,0.223,1.521,68.921,35927.378
CNE000001F05,2019,24.969,658.567,172.017,23526.27979
CNE000000N97,2019,3.094,6.181,1.034,458.426525
TW0005285001,2019,0.067,7.168,0.485,4458.146
CNE0000017L3,2019,444.118,22.121,1.68,1656.485627
TW0006552003,2019,0.118,16.948,17.066,3017.155
TW0002375003,2019,3.489,9.368,0.962,4547.218
JP3281610000,2019,3.438,9.552,3.587,15823.348
TW0002449006,2019,1.442,291.247,0,25539.437
US5012421013,2019,0.52,13.484,0.425,540.052
JP3979200007,2019,0.026,3.121,65.754,28769.951
TW0003346003,2019,0.036,1.465,0.355,4132.884
US5184151042,2019,0.351,2.166,5.051,404.093
TW0003588000,2019,1.256,1.27,0.074,1048.39
KR7058470006,2019,2.98,23.657,0.173,170307.405
TW0002472008,2019,0.382,39.804,2.145,7038.472
TW0002369006,2019,1.536,65.223,5.503,4719.39
TW0004979000,2019,0.028,4.567,0.058,1190.446
US55405Y1001,2019,10.8,11.8,35.313,499.708
TW0002337003,2019,157,265,55.41,34995.411
US55933J2033,2019,18.566,18.665,10.544,520.671
MYL3867OO008,2019,0.005,0.159,4.216,1480.497
US5738741041,2019,1.821,25.084,7305.75,2865.791
US57776J1007,2019,4.431,2.92,7.076,317.18
CNE100003QK4,2019,3.846,2.321,2.022,1512.394554
TW0003527008,2019,0.074,1.13,0.223,2805.789
TW0002454006,2019,2.095,48.985,25.691,246221.731
JP3920860008,2019,4.298,1.712,9.394,95145.485
BE0165385973,2019,0.709,8.339,3.687,486.861654
JP3750400008,2019,3.782,13.81,28.957,27954
JP3910570005,2019,1.505,7.188,8.801,10013.353
TW0002464005,2019,378.158,483.625,0.349,12507.333
US55306N1046,2019,2.404,33.021,1.887,1899.773
CNE100001X19,2019,177.36,315.086,26.75,18972.68622
CNE100003MN7,2019,0.012,1.618,1.581,1737.734715
TW0002434008,2019,0.037,3.457,0.15,165.229
DE0006627201,2019,6.846,9.433,4.252,286.914523
SE0000375115,2019,0.595,1.222,95.967,4307
US63010N1054,2019,0.106,0.042,0.292,2.43601
TW0002408002,2019,88.701,390.021,1001.22,51727.458
CNE1000040F5,2019,11.505,49.336,1.814,1492.509838
CNE100000ML7,2019,15.199,112.724,6.883,4058.312882
US64118P1093,2019,0.514,0.776,0.375,26.103
TW0003317004,2019,1.462,1.212,0.066,2808.424
JP3686200001,2019,1.641,2.788,5.714,17460
JP3725200004,2019,2.968,11.937,1.38,18575
JP3701200002,2019,138.87,204.526,5.09,140951
NO0003055501,2019,0.001,0.671,51.446,288.395
IL0010845571,2019,23.788,6.011,1.195,224.909
TW0003034005,2019,0.475,13.559,5.857,64372.306
TW0004919006,2019,35.8,37.1,1.486,10367.269
US6294452064,2019,0.626,0.59,1.404,26.472337
JP3193600008,2019,3.063,4.288,0.472,13070.556
US6833441057,2019,7.442,11.141,7.194,305.896
TW0002329000,2019,1.355,89.934,2.983,17515.145
JP3200400004,2019,4.942,15.808,76.996,37884.602
DE000LED4000,2019,30.2,238.7,17042.699,3464
US68989M2026,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0002481009,2019,1.353,25.537,0.959,9142.65
US7013543001,2019,0.002,0.002,0.014,0.074
US71360T2006,2019,0.332,0.401,0.452,10.086
TW0008299009,2019,0.14,8.779,0.028,44693.441
US7194051022,2019,57.704,60.624,11.466,550.66
CNE100005998,2019,1.153,6.041,1.227,251.2515469
US72581M3051,2019,1.35,0.713,1.841,68.755
US7392761034,2019,10.566,14.74,12.209,420.669
TW0006770001,2019,91.605,537.911,44.555,35897.121
TW0006239007,2019,32.478,386.986,106.957,66525.144
TW0006173008,2019,0.819,29.041,0.905,4356.398
DE0007461006,2019,0.452,2.363,1.872,130.968
US74837P4054,2019,0.227,0.277,1.198,10.31
US7509171069,2019,1.545,1.094,10.704,224.027
TW0002379005,2019,0.77,22.602,2.226,60744.006
TW0002302007,2019,0.661,1.942,0.196,498.284
JP3164720009,2019,183.359,709.196,1602.13,718243
US7631651079,2019,5.946,9.653,1.371,166.652
TW0004968003,2019,0.042,0.442,0.061,2749.555
TW0008104001,2019,0.003,7.483,0.745,1672.591
ES0105225009,2019,0.138,0.095,0.179,4.479177
CNE100003RK2,2019,3.705,3.506,1.756,1407.725738
JP3982800009,2019,38.362,579.438,859.11,398989
JP3982200002,2019,2.728,15.244,39.515,31368.382
JP3976200000,2019,0.724,1.802,7225.71,240312
JP3975410006,2019,0.151,2.138,1054.659,#N/A N/A
JP3322950001,2019,0.987,3.675,11.014,4936.132
CNE000000KB3,2019,73.865,183.343,15.596,7460.013879
JP3329600005,2019,6.606,91.6,113.992,173650
DE0005156236,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0003583001,2019,0.787,10.253,0.652,3949.351
JP3494600004,2019,11.617,38.949,3108.59,364234
TW0002351004,2019,1.094,28.016,2.279,8839.367
JP3418400002,2019,4.077,3.608,2.231,20390.612
US8168501018,2019,0.973,8.553,8.609,627.196
CH0406705126,2019,1.02,1.937,1.598,170.96
KR7046890000,2019,67.19,71.925,3.973,1129902.382
US8173232070,2019,0.674,0.356,0.427,30.864
CNE100002NT4,2019,2.169,1.315,1.318,792.4948913
CNE000000XB6,2019,2.813,2.618,1.722,1097.960672
CNE100000510,2019,0.1,10.827,2.757,1454.772
CNE100002G84,2019,10.762,9.985,3.969,6473.254535
CNE100000Q50,2019,106.562,173.168,11.482,13306.15726
JP3355000005,2019,0.458,4.59,97.678,53090
JP3371600002,2019,1.3,68,199,85460
JP3375800004,2019,36.221,139.118,2.251,142277
KYG811801045,2019,0.378,43.686,0.28,5744.804
TW0006257009,2019,0.141,64.697,1.436,10046.619
TW0002363009,2019,0.307,1.274,0.02,222.952
US8269191024,2019,0.1,2.41,6.508,837.554
US82706C1080,2019,0.425,5.899,0.718,457.253
TW0003530002,2019,0.007,0.259,0.559,2294.11
TW0003288007,2019,0.129,0.218,0.042,120.209
DE000WAF3001,2019,12.579,216.495,1643.682,1270.4
TW0005483002,2019,17.277,554.572,7.062,65510.225
US82982T1060,2019,1.686,1.376,2.909,84.074
TW0008016007,2019,0.114,1.92,0.099,13802.738
KR7000660001,2019,2126.17,4713.3,2712.37,26990733
JP3162640001,2019,5.273,15.47,1.693,25773.612
US83089J1088,2019,3.597,6.09,1.377,136.725
KYG8232Y1017,2019,0.176,9.664,16.341,1211.999
KYG8020E1199,2019,431.212,1291.57,97.148,3115.672
DE0005178008,2019,1.727,0.915,1.236,91.068
FR0013227113,2019,3.605,2.735,81.265,443.946
TW0005471007,2019,0,0.729,0,3234.503
TW0003055000,2019,0,1.889,0.448,2910.805
CNE100003RN6,2019,3.268,4.42,1.765,779.4396877
NL0000226223,2019,557.032,701.746,143,9556
DE000A1K0235,2019,1.494,3.033,4.738,213.799
JP3322930003,2019,21,493,5,299460
TW0002401007,2019,4.049,12.274,0.3,5486.66
CNE000001P60,2019,7.307,11.16,1.942,1980.553309
US87157D1090,2019,0.061,4.65,4.511,1472.2
TW0001582005,2019,0.052,0.33,0.136,8582.344
TW0002338001,2019,0.17,12.286,0.459,3468.682
TW0006278005,2019,0.495,18.48,16.843,37906.373
TW0002340007,2019,2.298,38.38,7.667,5418.004
JP3468000009,2019,2.678,8.901,21.807,18223.054
TW0004967005,2019,0.037,1.105,0.391,6905.321
IT0005482333,2019,1.155,3.213,2.294,204.355
TW0003030003,2019,2.502,15.779,0.051,4386.806
CNE100000825,2019,43.08,313.892,8.733,8103.490628
KR7064760002,2019,2.967,22.075,0.625,171378.814
JP3571400005,2019,23.516,150.278,8847,1278240
JP3571800006,2019,9.815,4.107,42.565,102820
JP3580200008,2019,12.262,51.377,178.454,101520
TW0006271000,2019,0.858,48.129,0.217,7430.654
CNE1000006C3,2019,41.253,330.23,14.591,8266.57462
TW0008021007,2019,0.178,13.314,0.539,3006.253
JP3637280003,2019,60.461,40.364,19.787,23896.699
JP3555700008,2019,3.803,14.701,34.762,28272.099
IL0010823792,2019,397.936,148.139,30.379,1234.003
TW0002451002,2019,0.052,4.555,0.92,13496.186
TW0002330008,2019,2071.64,6697.87,5307.03,1069985.448
TW0002426004,2019,8.209,15.635,5.41,2519.855
CH0033361673,2019,0.39,1.017,7.013,385.099
US90385V1070,2019,17.508,18.545,7.45,1066.2
JP3126190002,2019,5.664,88.432,5706.983,220721
TW0002303005,2019,952.385,1715.63,2073.09,148201.641
TW0008277005,2019,1.657,1.55,0.426,999.137
CNE000001M14,2019,6.481,6.406,4.035,3430.409965
KR7077500007,2019,3.756,4.128,0.484,335250.952
MYL5005OO003,2019,1.7,120.92,2.615,1251.205
US91347P1057,2019,0.41,3.594,8.578,405.177
JP3829900004,2019,5.871,5.173,57.738,72132
TW0005347009,2019,286.832,440.694,264,28286.072
US9224171002,2019,2.155,10.623,2.343,419.349
CNE100004413,2019,0.005,1.227,2.221,1339.91455
TW0002388006,2019,0.007,1.676,0.007,5527.213
TW0006789001,2019,5.004,29.498,2.241,3395.724
US9282981086,2019,184.079,200.489,32.302,2668.305
US92835K1034,2019,8.928,8.868,5.611,283.958
TW0002455003,2019,0.47,9.856,0.005,2530.909
TW0006182009,2019,6.29,61.41,3.937,7676.573
TW0008110008,2019,0.311,104.613,0.4,6727.363
TW0002436003,2019,1.216,1.065,0.033,2322.116
CNE100002XM8,2019,0.355,19.904,18.769,13631.67063
TW0003105003,2019,66.342,104.151,37.142,21377.724
