Isin,Year,SR001,SR002,SR003,SR004
US55933J2033,2022,2.380000114,0.943666339,1.427484035,6.354396343
MYL3867OO008,2022,2.720000029,2.795822859,1.728115439,3.767344952
US5738741041,2022,5.760000229,5.508647442,4.134091377,7.999435425
US57776J1007,2022,1.840000033,0.041486021,1.734995842,5.751720905
CNE100003QK4,2022,2.970000029,2.567782879,2.13533473,4.542607784
TW0003527008,2022,2.880000114,2.843890905,1.624035358,4.437405586
TW0002454006,2022,4.940000057,6.261396408,3.217046261,5.122870445
JP3920860008,2022,1.700000048,1.376703501,0.127523139,4.574188709
BE0165385973,2022,3.809999943,3.314249992,2.751409769,5.774861336
JP3750400008,2022,2.170000076,1.075874448,1.628763676,4.712510586
JP3910570005,2022,1.340000033,0.041486021,1.103526831,4.252445698
TW0002464005,2022,3.069999933,1.656303763,3.759947777,4.620407104
US55306N1046,2022,4.599999905,4.597393036,2.522612095,7.168991089
CNE100001X19,2022,1.049999952,0,0,4.936156273
CNE100003MN7,2022,3.799999952,4.402058601,2.13533473,4.931456566
TW0002434008,2022,2.140000105,0.688950539,1.103526831,6.436578751
DE0006627201,2022,0.879999995,0,0.857391536,2.520829916
SE0000375115,2022,3.569999933,3.232136726,2.176297426,5.743702412
US63010N1054,2022,1.019999981,0,0,4.786509037
TW0002408002,2022,4.420000076,4.277415276,4.877732277,4.178445339
CNE1000040F5,2022,2.25999999,1.045883536,2.528281927,3.992465496
CNE100000ML7,2022,2.25999999,1.322554827,1.103526831,5.439314842
US64118P1093,2022,1.389999986,0,1.624035358,3.859331131
TW0003317004,2022,3.819999933,3.773469687,2.528281927,5.398393631
JP3686200001,2022,2.980000019,3.135242224,1.29677248,4.86100626
JP3725200004,2022,1.75,0.241400227,1.427484035,5.149151325
JP3701200002,2022,2.839999914,1.885897279,2.528281927,4.711449623
NO0003055501,2022,5.489999771,5.48165226,4.326859951,6.769817829
IL0010845571,2022,2.890000105,2.327673912,1.624035358,5.380569458
TW0003034005,2022,6.079999924,6.429846764,6.328927994,5.380841732
TW0004919006,2022,5.119999886,3.996551037,6.780086994,5.144506931
US6294452064,2022,1.429999948,0,0.320985734,6.37233305
JP3193600008,2022,1.519999981,0.041486021,1.624035358,4.354213715
US6833441057,2022,2.690000057,0.941133022,1.624035358,7.575423241
TW0002329000,2022,4.829999924,4.169049263,5.147095203,5.432049274
JP3200400004,2022,1.559999943,0.241400227,1.286757827,4.4600811
DE000LED4000,2022,5.440000057,5.023338795,4.694013596,6.83559227
US68989M2026,2022,1.350000024,0,0.127523139,6.372610569
TW0002481009,2022,4.090000153,4.997953892,2.528281927,4.658082008
US7013543001,2022,1.059999943,0,0.182639956,4.60243988
US71360T2006,2022,1.879999995,0,1.427484035,6.665422916
TW0008299009,2022,5.440000057,5.939210415,4.78922081,5.468392849
US7194051022,2022,2.150000095,0,2.528281927,6.30931282
CNE100005998,2022,2.980000019,3.589251518,1.103526831,4.503252506
US72581M3051,2022,2.109999895,0,1.427484035,7.93068409
US7392761034,2022,3.380000114,3.081745863,1.103526831,7.02926445
TW0006770001,2022,4.75,3.36641717,7.462939739,4.294206619
TW0006239007,2022,4.320000172,3.499602556,5.147016048,4.683448315
TW0006173008,2022,3.869999886,2.207881689,5.828289032,4.532902718
DE0007461006,2022,3.480000019,3.056800842,3.482378006,4.088340282
US74837P4054,2022,1.470000029,0,0.182639956,6.941982746
US7509171069,2022,2.839999914,1.540320516,1.427484035,7.123987198
TW0002379005,2022,6.369999886,6.242613316,7.72273016,5.28301239
TW0002302007,2022,1.600000024,0.041486021,1.103526831,5.583217144
JP3164720009,2022,4.880000114,4.924700737,3.189697981,6.792285919
US7631651079,2022,1.870000005,0,1.427484035,6.575195789
TW0004968003,2022,5.019999981,5.612231255,4.500997543,4.796473503
TW0008104001,2022,2.809999943,0.74273932,4.055483341,5.236884594
ES0105225009,2022,0.5,0.041486021,0,1.971566439
CNE100003RK2,2022,0.959999979,0,0,4.459661484
JP3982800009,2022,4.590000153,4.149870872,4.571444511,5.213980675
JP3982200002,2022,2.960000038,3.925688028,0.857391536,4.325834751
JP3976200000,2022,3.329999924,4.503091335,0.857391536,4.99056673
JP3975410006,2022,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
JP3322950001,2022,1,0.196068555,0,4.085348606
CNE000000KB3,2022,1.409999967,0.041486021,0.857391536,5.001137257
JP3329600005,2022,3,2.446316957,2.528281927,4.337667942
DE0005156236,2022,2.619999886,1.322554827,1.728115439,6.066907883
TW0003583001,2022,3.980000019,3.745522022,2.916354418,5.516156197
JP3494600004,2022,4.670000076,5.754106998,3.292785168,4.755050659
TW0002351004,2022,4.480000019,3.439157486,4.74740696,5.735288143
JP3418400002,2022,1.450000048,0,1.833145976,3.824854612
US8168501018,2022,2.829999924,1.601020336,1.427484035,6.914751053
CH0406705126,2022,4.039999962,3.461515665,2.229575634,7.223637581
KR7046890000,2022,2.140000105,1.045883536,1.624035358,4.661010742
US8173232070,2022,1.019999981,0,0,4.75348711
CNE100002NT4,2022,3.819999933,3.692169666,2.528281927,5.514430046
CNE000000XB6,2022,3.569999933,3.870364666,1.802249312,5.280700684
CNE100000510,2022,3.369999886,2.765899181,2.780544758,4.928011417
CNE100002G84,2022,1.029999971,0,0,4.831435204
CNE100000Q50,2022,1.169999957,0.232578054,0,4.922605991
JP3355000005,2022,3.319999933,4.012888432,1.286757827,4.892686844
JP3371600002,2022,3.369999886,3.49491787,2.528281927,4.138321877
JP3375800004,2022,3.75999999,4.138294697,2.522612095,4.62457943
KYG811801045,2022,2.329999924,1.221236944,2.528281927,3.916451693
TW0006257009,2022,3.359999895,3.666511536,2.528281927,3.840517521
TW0002363009,2022,2.450000048,1.271014094,1.427484035,5.880460739
US8269191024,2022,4.019999981,5.452947617,0.925245881,6.273784161
US82706C1080,2022,1.25,0.74273932,1.286757827,1.970151067
TW0003530002,2022,1.539999962,0.041486021,1.103526831,5.245002747
TW0003288007,2022,1.360000014,0,1.103526831,4.469429016
DE000WAF3001,2022,4.360000134,4.246132374,3.377563238,5.59596014
TW0005483002,2022,3.529999971,2.289390802,4.167572975,4.76897192
US82982T1060,2022,2.220000029,0.987568796,1.427484035,5.454101563
TW0008016007,2022,5.309999943,4.735566139,6.904335976,4.609492302
KR7000660001,2022,4.800000191,4.55252552,3.574851751,6.53958416
JP3162640001,2022,1.299999952,0.041486021,1.103526831,4.046233654
US83089J1088,2022,1.629999995,0,0.857391536,6.322352886
KYG8232Y1017,2022,5.420000076,4.574480534,5.500746727,6.546876907
KYG8020E1199,2022,2.970000029,2.387807369,1.975630641,5.06853056
DE0005178008,2022,0.939999998,0,0,4.314719677
FR0013227113,2022,4.28000021,4.442921162,2.029618025,6.877349854
TW0005471007,2022,3.420000076,3.33251667,2.13533473,5.043314934
TW0003055000,2022,3.220000029,3.443415642,1.103526831,5.686334133
CNE100003RN6,2022,1.169999957,0.041486021,0,5.481342793
NL0000226223,2022,6.079999924,5.507362366,4.763209343,8.413921356
DE000A1K0235,2022,3.660000086,3.843518734,1.999558806,5.416866302
JP3322930003,2022,4.059999943,3.378338814,4.563925743,4.531497002
TW0002401007,2022,1.75999999,0.998767436,1.103526831,3.850613594
CNE000001P60,2022,1.970000029,0.74273932,1.103526831,5.417871952
US87157D1090,2022,3.410000086,2.932766438,1.624035358,6.482525349
TW0001582005,2022,3.50999999,4.710893631,0.857391536,5.391049385
TW0002338001,2022,2.819999933,2.451719761,1.103526831,5.703911781
TW0006278005,2022,3.99000001,3.936184645,3.559706926,4.519041538
TW0002340007,2022,4.460000038,3.05966711,5.404259205,5.607561588
JP3468000009,2022,2.140000105,1.613312483,0.811654687,4.764630318
TW0004967005,2022,3.640000105,4.682329178,1.103526831,5.522752762
IT0005482333,2022,3.309999943,3.857414961,2.561151266,3.403359175
TW0003030003,2022,2.380000114,0.74273932,3.144444942,4.422914505
CNE100000825,2022,2.269999981,1.302884459,1.624035358,4.673735619
KR7064760002,2022,1.450000048,0,1.427484035,4.407612324
JP3571400005,2022,6.130000114,6.915241241,4.357434273,7.043411255
JP3571800006,2022,3.910000086,4.577187538,1.624035358,5.849156857
JP3580200008,2022,2.900000095,1.322554827,2.528281927,6.154505253
TW0006271000,2022,4.489999771,4.332278728,4.027730942,5.210928917
CNE1000006C3,2022,1.769999981,0.74273932,1.029799819,4.566997528
TW0008021007,2022,4.079999924,3.695412397,3.559706926,5.210301399
JP3637280003,2022,2.160000086,0.801186681,2.13533473,4.614581108
JP3555700008,2022,3.109999895,3.043019772,1.920129895,4.619986057
IL0010823792,2022,1.799999952,0,1.624035358,5.888923645
TW0002451002,2022,5.519999981,5.584447861,6.472899437,4.551327229
TW0002330008,2022,4.75,4.309715748,4.630136013,5.48025465
TW0002426004,2022,2.700000048,1.906727433,1.427484035,5.666843891
CH0033361673,2022,4.010000229,3.188655138,2.141971827,7.752710819
US90385V1070,2022,2.059999943,0,1.427484035,7.668082237
JP3126190002,2022,3.5,3.40567708,1.624035358,6.040597439
TW0002303005,2022,3.890000105,3.233634472,3.151515961,5.717327595
TW0008277005,2022,2.230000019,0.74273932,2.299756765,4.839855671
CNE000001M14,2022,2.130000114,1.006402135,1.427484035,5.00884819
KR7077500007,2022,1.440000057,0,1.103526831,4.858577728
MYL5005OO003,2022,3.200000048,2.785206318,2.288488626,4.870323181
US91347P1057,2022,6.579999924,5.383893967,8.025020599,6.84717226
JP3829900004,2022,1.529999971,0,1.103526831,5.345992565
TW0005347009,2022,4.940000057,3.705881119,6.533553123,5.192332745
US9224171002,2022,4.599999905,4.684345722,2.354864597,7.290397167
CNE100004413,2022,3.660000086,3.421446562,3.173254728,4.505272388
TW0002388006,2022,3.440000057,4.485411644,1.833145976,3.923192263
TW0006789001,2022,4.510000229,4.519323349,4.101136208,4.927007198
US9282981086,2022,1.600000024,0,1.624035358,4.850989342
US92835K1034,2022,1.580000043,0,1.103526831,5.589987278
TW0002455003,2022,2.49000001,1.208756804,1.920129895,5.432524681
TW0006182009,2022,2.900000095,1.727447033,2.528281927,5.245530128
TW0008110008,2022,4.039999962,2.653599262,5.515601158,4.683489323
TW0002436003,2022,2.99000001,3.675993443,1.103526831,4.406682491
CNE100002XM8,2022,4.519999981,5.323644638,2.912829161,5.25239706
TW0003105003,2022,4.800000191,3.992019653,7.368773937,3.653533697
TW0002344009,2022,5.289999962,5.521363735,6.016976357,4.331903458
JP3154370005,2022,1.450000048,0,1.103526831,4.939631462
US9778521024,2022,4.190000057,3.677576303,2.13533473,7.648013592
KR7030530000,2022,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
KR7240810002,2022,2.910000086,3.03091073,1.624035358,4.255891323
BE0974310428,2022,3.569999933,3.171020746,2.520931721,5.365787506
JP3990600003,2022,1.940000057,2.331969023,0,4.189576626
CNE100001R90,2022,2.089999914,1.444877505,0.857391536,4.799977303
CNE100001DJ8,2022,3.529999971,3.504888058,2.299756765,5.009579182
US88160R1014,2018,3.299999952,1.650745034,4.084153652,5.944687843
CNE100000296,2018,2.319999933,1.066825628,2.439854383,4.911999702
US50202M1027,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US62914V1061,2018,2.069999933,1.650745034,3.052739859,1.879040599
US3453708600,2018,4.340000153,2.775132895,5.172515869,6.562342644
US98422D1054,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US7311052010,2018,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
CNE100005K77,2018,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
CNE100001TJ4,2018,1.99000001,1.174715519,1.158470154,4.849322796
US5494981039,2018,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
TH3545010003,2018,2.309999943,1.2032516,2.499279022,4.409317017
INE260D01016,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US0395872098,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US54405Q2093,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US3073597037,2018,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
CA35954F1080,2018,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
SGXZ55111462,2018,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
US88160R1014,2019,3.559999943,1.948578954,4.595773697,5.787974358
CNE100000296,2019,2.599999905,1.169226766,3.333668709,4.854994774
US50202M1027,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US62914V1061,2019,2.359999895,1.650745034,4.377174377,1.862912655
US3453708600,2019,4.800000191,3.438606262,5.733210087,6.409054279
US98422D1054,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US7311052010,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100005K77,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100001TJ4,2019,2.079999924,1.049821973,1.739585519,4.717206955
US5494981039,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TH3545010003,2019,3.569999933,3.304449797,3.164274931,4.477985382
INE260D01016,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US0395872098,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US54405Q2093,2019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US3073597037,2019,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
CA35954F1080,2019,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
SGXZ55111462,2019,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
US88160R1014,2020,4.050000191,2.669889212,5.235728264,5.519224644
CNE100000296,2020,2.329999924,0.998378456,2.827330112,4.648436546
US50202M1027,2020,1.720000029,1.650745034,1.676200986,1.86752224
US62914V1061,2020,2.529999971,1.650745034,5.046625137,1.951029301
US3453708600,2020,5.789999962,5.392655849,5.878427505,6.395798683
US98422D1054,2020,2.940000057,2.506868362,4.166258812,2.547732353
US7311052010,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100005K77,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100001TJ4,2020,2.299999952,0.984657109,2.904099703,4.479495525
US5494981039,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TH3545010003,2020,4.329999924,4.369573593,4.125069141,4.470020771
INE260D01016,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US0395872098,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US54405Q2093,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US3073597037,2020,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
CA35954F1080,2020,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
SGXZ55111462,2020,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
US88160R1014,2021,5.400000095,5.618441105,4.994154453,5.465462685
CNE100000296,2021,2.539999962,1.271694064,3.028572083,4.677442551
US50202M1027,2021,2.769999981,2.266363382,3.43250227,2.996701479
US62914V1061,2021,2.890000105,2.740379572,3.836207151,2.279692411
US3453708600,2021,6,5.880161285,5.851285934,6.339083672
US98422D1054,2021,3.75999999,2.779610634,5.811953545,3.61083293
US7311052010,2021,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100005K77,2021,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100001TJ4,2021,1.879999995,0.448233038,2.181581736,4.930184364
US5494981039,2021,2.150000095,0,3.333105564,6.623240471
TH3545010003,2021,4.130000114,4.372238636,3.947585583,3.925967693
INE260D01016,2021,2.299999952,1.40704155,1.217230678,5.24570322
US0395872098,2021,1.25999999,0,0.806498468,5.243112564
US54405Q2093,2021,1.25,0,0.582704067,5.630338192
US3073597037,2021,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
CA35954F1080,2021,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
SGXZ55111462,2021,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
US88160R1014,2022,5.650000095,5.590625286,5.122739792,6.29093504
CNE100000296,2022,2.710000038,1.239882469,3.820838928,4.614074707
US50202M1027,2022,2.839999914,2.285331488,3.399003744,3.283075571
US62914V1061,2022,3.279999971,3.55152154,3.836207151,2.346950769
US3453708600,2022,5.929999828,6.263999462,5.176940441,6.155038834
US98422D1054,2022,3.210000038,2.612119436,2.847434282,4.730175018
US7311052010,2022,2.829999924,2.671081066,0.920515299,5.748468399
CNE100005K77,2022,3.349999905,2.812131882,2.17719245,5.824207306
CNE100001TJ4,2022,2.25,1.3059268,1.739585519,4.897719383
US5494981039,2022,2.430000067,0.217241257,3.333105564,7.224101067
TH3545010003,2022,4.429999828,5.201640129,3.877332926,3.77064085
INE260D01016,2022,2.779999971,2.514713049,1.217230678,5.199108601
US0395872098,2022,1.519999981,0,0.806498468,6.890572548
US54405Q2093,2022,1.25999999,0,0.582704067,5.70973444
US3073597037,2022,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
CA35954F1080,2022,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
SGXZ55111462,2022,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
US5949181045,2018,4.099999905,5.995373726,0.906684637,8.255542755
US0231351067,2018,2.380000114,0.405123919,2.207157135,6.773275375
US68389X1054,2018,3.849999905,5.369828701,1.594784498,6.138965607
US02079K3059,2018,3.119999886,3.292156458,1.685880423,5.959989548
US01609W1027,2018,1.590000033,0.347061574,1.866080046,3.296932459
US4592001014,2018,4.579999924,6.512627125,1.737339139,7.575793743
US81762P1021,2018,1.919999957,0,1.301339865,6.161637306
SE0000108656,2018,3.660000086,6.72936821,1.936819911,4.208040237
US6974351057,2018,2.25,3.24140811,0.260573953,4.997390747
FR0000051732,2018,4.139999866,3.753749609,3.398318052,5.653393745
US34959E1091,2018,1.580000043,0,0.694761693,5.840184689
US90138F1021,2018,1.679999948,0,0.694761693,6.384666443
US00971T1016,2018,2.549999952,0.926909864,1.571367741,6.609526157
US6687711084,2018,3.210000038,1.971147895,1.888636112,7.13176918
FR0000121329,2018,4.409999847,4.987112999,2.578558207,6.756443024
US22788C1053,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US7501021056,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3877600001,2018,2.619999886,1.071862936,1.829506993,5.640053749
US8334451098,2018,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
US26210C1045,2018,2.00999999,0,1.157048106,6.955722332
US23804L1035,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3816600005,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US67059N1081,2018,1.590000033,0,0.694761693,5.904434204
US88076W1036,2018,3.230000019,4.090341091,1.317994595,5.610595703
JP3637300009,2018,1.200000048,0,0.38074249,4.628328323
US60937P1066,2018,1.659999967,0,0.694761693,6.274230957
US98980G1022,2018,1.309999943,0,0.357088864,5.296690464
JP3689500001,2018,1.679999948,0,1.24772501,5.031186104
IL0002730112,2018,2.789999962,3.535340786,0.550186574,6.302442551
IL0010824113,2018,1.129999995,0,0.357088864,4.340577126
US2681501092,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US18915M1071,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US98980F1049,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US70438V1061,2018,1.470000029,0,0.260070175,6.527810097
US10316T1043,2018,1.429999948,0,0.694761693,5.028772354
JP3400400002,2018,2.660000086,4.246329308,0.980041802,3.875394821
US49639K1016,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
FI0009000277,2018,3.799999952,2.56939292,2.861835003,6.822968483
CA53229C1077,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE1000041K3,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
NO0004822503,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3544000007,2018,3.069999933,2.786143541,1.202646613,6.12203598
US2041661024,2018,1.179999948,0,0.086157337,5.389568329
US92511U1025,2018,1.440000057,0,0.694761693,5.085281849
DE000A2GS401,2018,3.059999943,2.720538616,2.254434824,4.673166275
US88025T1025,2018,1.570000052,0,0.694761693,5.814002514
US83417Q2049,2018,1.549999952,0,0.561332703,6.044643402
IL0011334468,2018,1.700000048,0,0.982502878,5.768517971
US7534221046,2018,1.25999999,0,0.14539507,5.660300255
US85917T1097,2018,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
JP3173400007,2018,2.789999962,5.766617298,0.260070175,4.737884521
CNE100003PM2,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100000QJ2,2018,1.480000019,0,0.6016801,5.564134598
US81730H1095,2018,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
US05988J1034,2018,1.120000005,0,0.14539507,4.907492161
CA09228F1036,2018,1.840000033,0,0.694761693,7.278279781
US4181001037,2018,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
FR0000063737,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US74758T3032,2018,1.690000057,0,0.561332703,6.82430315
CNE1000009B9,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US31188V1008,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US9222801022,2018,1.450000048,0,0.694761693,5.170414925
CNE100000ZD6,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US98983V1061,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CH0012268360,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
GB00B01QGK86,2018,1.909999967,0,0.678761721,7.738255501
US98585N1063,2018,1.370000005,0,0.14539507,6.324669361
JP3346200003,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US81374A1051,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3346300001,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US53261M2035,2018,1.710000038,0,0.694761693,6.566620827
FR0011040500,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
KR7035420009,2018,2.49000001,3,0.894740224,5.533864975
FR0000071797,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0006689003,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
DE0005419105,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US12468P1049,2018,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
US91544A1097,2018,1.279999971,0,0.260070175,5.4160285
JP3545130001,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3539000004,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
DE000A288904,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE000001BB0,2018,1.070000052,0,0,5.06045723
IT0005037210,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
FR0012882389,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100001S32,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
INE356A01018,2018,1.470000029,0,0.926831245,4.687522411
JP3100700008,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US90114C1071,2018,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
JP3712500002,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
BE0974371032,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3126330004,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
SE0015961222,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
GB00BMTV7393,2018,0.689999998,0,0.383540183,2.616106749
US68287N1000,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
SE0016101844,2018,1.230000019,0,0.278297573,5.102004528
US10921T1016,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3305560009,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US7433121008,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3310250000,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE000000KJ6,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US22207T1016,2018,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
JP3284000001,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US94724R1086,2018,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
IT0001454435,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
SA0007879543,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3105010007,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100000M47,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
FI4000519228,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
FI4000519236,2018,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
US1263271058,2018,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
JP3546300009,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3152750000,2018,1.210000038,0,1.45665586,2.401529789
US92347M1009,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3436300002,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3351050004,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
AU0000119307,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3601600004,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3108060009,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
ES0105102000,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
AU000000MP15,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3272600002,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3351070002,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3436400000,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
KR7112040001,2018,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
