Isin,Year,SR001,SR002,SR003,SR004
TW0006533003,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0006138001,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3105280006,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0006531007,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0008271008,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0006449002,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0003264008,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
NO0010946593,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US04302A1043,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0003711008,2020,4.849999905,4.907865524,5.745897293,3.957333565
TW0003169009,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
NL0000334118,2020,4.579999924,3.945155621,3.170299053,7.220768452
TW0005269005,2020,4.710000038,4.512635708,5.081959724,4.606982708
NL0010273215,2020,6.400000095,6.807313442,4.838243961,7.574084282
KYG0535Q1331,2020,3.069999933,2.183556795,2.162787199,5.587701321
TW0005274005,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US04965B1008,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
KR7017900002,2020,1.330000043,0,1.624035358,3.549696207
US0545402085,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3108080007,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US00246W1036,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
NL0012866412,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0003031001,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100001XM0,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
DE000A1TNMM9,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US1572101053,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0003257002,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0008070004,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0006548001,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0001597003,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100003S06,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0008084005,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0006147002,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0008150004,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US1727551004,2020,3.5,2.165145397,2.246583939,7.406645298
GB0001602944,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US19247G1076,2020,1.940000057,0,1.427484035,6.969489574
US1925761066,2020,3.950000048,3.30969429,2.455698729,6.787364483
KYG234201138,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0002466000,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
MYL7204OO000,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3487600003,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE000000X87,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0003094009,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
KR7000990002,2020,2.369999886,1.410143137,1.624035358,4.893954277
US2545431015,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3548600000,2020,3.339999914,3.042131186,2.13533473,5.199636936
CNE100001RT7,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0003048005,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0002458007,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0003450003,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0003006003,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
DE0005677108,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0003529004,2020,3.710000038,3.154868603,3.250486135,5.027830124
TW0003714002,2020,3.720000029,2.555855036,4.352913857,4.810692787
US29362U1043,2020,4.03000021,2.375892401,4.249466896,6.471819878
KR7039030002,2020,1.889999986,1.281797051,0.857391536,4.241025925
TW0003016002,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0005351001,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
KR7084370006,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0002393006,2020,3.819999933,3.808375359,3.559706926,4.11856699
TW0006288004,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0003035002,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0004961008,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0003545000,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US3463751087,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0008131004,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0003532008,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0003413001,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100004PM0,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
KYG3790U1040,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0004952007,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE1000030S9,2020,0.959999979,0,0,4.458153248
TW0008081001,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0003443008,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0006488000,2020,3.440000057,2.806040287,3.658049822,4.144651413
KYG393871085,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0003188009,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0002441003,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE000000YF5,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US36241U1060,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3771800004,2020,3.339999914,4.273915291,2.13533473,3.458391428
CNE100002Q09,2020,1.039999962,0,0,4.903233528
CNE100004314,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE000001DN1,2020,1.639999986,0.041486021,1.628763676,4.908220768
KR7042700005,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0006168008,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
DE000HAG0005,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0006202005,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100002V10,2020,2.319999933,1.290442705,0.857391536,6.273811817
HK0000218211,2020,3.049999952,2.28163743,1.624035358,6.13416338
TW0002486008,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0008040007,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US4532041096,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
MYQ0166OO007,2020,3.50999999,2.372083664,4.359414577,4.352048397
CH0011029946,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
DE0006231004,2020,4.570000172,4.279438019,3.082379818,6.747553349
CNE100001377,2020,1,0,0,4.663117886
US45817G2012,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3152720003,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US4611471008,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US44980X1090,2020,3.910000086,3.748739719,2.288488626,6.095587254
GB0009619924,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0003014007,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3735300000,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3389680004,2020,1.110000014,0,0.857391536,3.611217022
CNE000001F05,2020,1.600000024,0.278589994,1.286757827,4.560508251
CNE000000N97,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0005285001,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE0000017L3,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0006552003,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0002375003,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3281610000,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0002449006,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US5012421013,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3979200007,2020,2.980000019,2.232723236,1.833145976,5.61866951
TW0003346003,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US5184151042,2020,2.349999905,0.688950539,1.427484035,6.906355381
TW0003588000,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
KR7058470006,2020,1.350000024,0,1.624035358,3.665394306
TW0002472008,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0002369006,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0004979000,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US55405Y1001,2020,3.589999914,4.068022251,1.624035358,5.356180668
TW0002337003,2020,3.799999952,2.748790503,4.520278454,4.638359547
US55933J2033,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
MYL3867OO008,2020,2.420000076,2.335710049,1.83966887,3.191494226
US5738741041,2020,4.059999943,4.400958538,1.624035358,6.720362186
US57776J1007,2020,1.899999976,0.041486021,1.950580955,5.77264452
CNE100003QK4,2020,1.279999971,0,1.103526831,4.079155445
TW0003527008,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0002454006,2020,4.099999905,5.198040962,2.517487764,4.455495358
JP3920860008,2020,1.5,1.379552245,0.127523139,3.629707813
BE0165385973,2020,3.549999952,2.95950222,3.181590557,4.817989349
JP3750400008,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3910570005,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0002464005,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US55306N1046,2020,4.170000076,3.409486294,2.522612095,7.417356491
CNE100001X19,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100003MN7,2020,1.549999952,0,1.920129895,4.184631348
TW0002434008,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
DE0006627201,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
SE0000375115,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US63010N1054,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0002408002,2020,4.079999924,3.348340273,5.106058121,4.129182816
CNE1000040F5,2020,1.029999971,0.232578054,0,4.136293411
CNE100000ML7,2020,2.170000076,1.322554827,1.103526831,5.0210042
US64118P1093,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0003317004,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3686200001,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3725200004,2020,1.649999976,0,1.427484035,5.405042648
JP3701200002,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
NO0003055501,2020,5.550000191,4.650298595,6.961967468,5.461762428
IL0010845571,2020,1.580000043,0,1.624035358,4.745027065
TW0003034005,2020,5.139999866,3.951067686,6.775122643,5.282758713
TW0004919006,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US6294452064,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3193600008,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US6833441057,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0002329000,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3200400004,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
DE000LED4000,2020,4.980000019,4.381238937,3.076111317,8.257139206
US68989M2026,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0002481009,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US7013543001,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US71360T2006,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0008299009,2020,5.380000114,6.354515076,4.942912579,4.612580299
US7194051022,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100005998,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US72581M3051,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US7392761034,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0006770001,2020,2.640000105,2.333680153,2.230543613,3.52722311
TW0006239007,2020,3.299999952,2.923889399,2.445380449,4.829066753
TW0006173008,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
DE0007461006,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US74837P4054,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US7509171069,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0002379005,2020,2.549999952,1.194179296,2.648808479,4.754056931
TW0002302007,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3164720009,2020,4.78000021,3.580633163,4.716671944,6.686968803
US7631651079,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0004968003,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0008104001,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
ES0105225009,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100003RK2,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3982800009,2020,4.010000229,2.881863117,4.639103889,5.036399841
JP3982200002,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3976200000,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3975410006,2020,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
JP3322950001,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE000000KB3,2020,1.389999986,0.041486021,0.857391536,4.909581661
JP3329600005,2020,2.400000095,2.036919355,1.624035358,3.844618797
DE0005156236,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0003583001,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3494600004,2020,4.400000095,5.20077467,3.292785168,4.542563438
TW0002351004,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3418400002,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US8168501018,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CH0406705126,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
KR7046890000,2020,2.109999895,1.045883536,1.624035358,4.530592442
US8173232070,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100002NT4,2020,2.039999962,0.348264009,1.833145976,5.674735069
CNE000000XB6,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100000510,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100002G84,2020,1.00999999,0,0,4.722429276
CNE100000Q50,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3355000005,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3371600002,2020,2.910000086,3.116471767,2.528281927,3.023813963
JP3375800004,2020,2.289999962,2.119486094,1.103526831,4.009644508
KYG811801045,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0006257009,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0002363009,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US8269191024,2020,3.980000019,5.704160213,0.613190413,6.389770985
US82706C1080,2020,1.070000052,1.262880325,0.127523139,1.979721665
TW0003530002,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0003288007,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
DE000WAF3001,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0005483002,2020,3.380000114,2.106969833,3.902305126,4.802980423
US82982T1060,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0008016007,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
KR7000660001,2020,4.409999847,4.009957314,3.574851751,5.930838108
JP3162640001,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US83089J1088,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
KYG8232Y1017,2020,6.5,4.994085789,8.871994019,6.39583683
KYG8020E1199,2020,3.079999924,2.374477386,2.314452171,5.072760105
DE0005178008,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
FR0013227113,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0005471007,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0003055000,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100003RN6,2020,1.129999995,0,0,5.384902
NL0000226223,2020,5.75,5.256699562,4.792548656,7.509209156
DE000A1K0235,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3322930003,2020,3.849999905,2.921412945,4.565276146,4.481090069
TW0002401007,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE000001P60,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US87157D1090,2020,2.170000076,0.74273932,1.624035358,5.515179157
TW0001582005,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0002338001,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0006278005,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0002340007,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3468000009,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0004967005,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
IT0005482333,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0003030003,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100000825,2020,1.889999986,0.987568796,1.029799819,4.566616535
KR7064760002,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3571400005,2020,5.070000172,5.47923851,3.292785168,6.556889534
JP3571800006,2020,3.089999914,2.81089139,1.286757827,5.899181843
JP3580200008,2020,2.069999933,0.998767436,2.13533473,3.767805099
TW0006271000,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE1000006C3,2020,2.430000067,2.241478205,0.857391536,4.791948795
TW0008021007,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3637280003,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3555700008,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
IL0010823792,2020,3.049999952,2.460092545,1.624035358,5.808701992
TW0002451002,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0002330008,2020,4.260000229,3.91769433,3.610282183,5.467712879
TW0002426004,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CH0033361673,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US90385V1070,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3126190002,2020,2.579999924,2.307641268,1.286757827,4.635742188
TW0002303005,2020,3.349999905,2.221860647,3.462759495,4.978950977
TW0008277005,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE000001M14,2020,1.360000014,0,0.857391536,4.900682449
KR7077500007,2020,1.25,0,0.857391536,4.308750629
MYL5005OO003,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US91347P1057,2020,5.380000114,4.609342575,5.664676189,6.179611206
JP3829900004,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0005347009,2020,3.720000029,2.085571766,4.414854527,5.616763592
US9224171002,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100004413,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0002388006,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0006789001,2020,1.809999943,0.74273932,2.528281927,2.8010993
US9282981086,2020,1.649999976,0,1.624035358,5.124198914
US92835K1034,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0002455003,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0006182009,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0008110008,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
TW0002436003,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100002XM8,2020,3.680000067,3.660614252,2.13533473,5.562179089
TW0003105003,2020,3.200000048,2.891968966,3.084721327,3.768957138
TW0002344009,2020,4.480000019,3.212839127,6.408182621,4.490464211
JP3154370005,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
US9778521024,2020,4.760000229,3.339740038,4.162797451,7.689928532
KR7030530000,2020,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
KR7240810002,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
BE0974310428,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
JP3990600003,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100001R90,2020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CNE100001DJ8,2020,1.659999967,0.487913549,0.857391536,5.006351948
US0079031078,2021,6.769999981,7.094738483,5.462027073,7.746860027
US0326541051,2021,4.449999809,4.8445611,2.231406927,6.614552021
US0382221051,2021,6.159999847,6.779537678,3.552823782,8.40371418
US11135F1012,2021,4.570000172,4.398100853,2.222598553,7.834947109
US29355A1079,2021,5.340000153,4.099340439,6.704187393,5.782629967
US3364331070,2021,6.119999886,6.355857372,5.106176853,6.875777245
US4581401001,2021,6.039999962,6.462862968,4.469979286,7.213317871
US4824801009,2021,4.940000057,5.999053478,2.343447208,6.64892292
US5128071082,2021,5.360000134,5.816188335,3.174416065,7.316611767
US5950171042,2021,4.340000153,4.162985325,2.959922552,6.206823349
US5951121038,2021,5.710000038,4.132559776,5.817564487,8.000338554
US6098391054,2021,3.440000057,3.010884523,2.070925236,5.777090549
US67066G1040,2021,6.559999943,5.777364254,7.276906013,6.952485085
NL0009538784,2021,5.550000191,4.133262634,6.624885559,6.55427599
US6821891057,2021,5.650000095,4.302217007,5.630059242,7.722396851
US74736K1016,2021,4.789999962,4.014045238,3.556849241,7.402477264
US7475251036,2021,6.789999962,6.848066807,5.658585548,7.932661533
US83088M1027,2021,4.309999943,3.17848897,3.298005104,7.305877686
US8807701029,2021,4.949999809,4.879287243,3.292785168,6.969518661
US8825081040,2021,5.110000134,4.727169514,4.150715828,6.735646725
CNE100004ZD8,2021,1.309999943,0,0.857391536,4.633017063
US00108J1097,2021,1.429999948,0,0.857391536,5.240198135
TW0003438008,2021,2.329999924,1.332852602,1.103526831,5.750755787
CNE100003MM9,2021,3.829999924,4.216060162,3.069836617,4.111897469
TW0003437000,2021,2.720000029,2.393409729,1.103526831,5.352784157
TW0008261009,2021,2.130000114,1.718347549,0.857391536,4.457497597
JP3122400009,2021,5.260000229,6.607375622,2.563536644,6.706877708
DE000A0WMPJ6,2021,4.5,3.714989185,2.888521671,7.71886158
KYG022421088,2021,2.640000105,1.933339596,2.617638826,3.713215828
TW0003041000,2021,3.130000114,3.147399664,1.103526831,5.805777073
CNE100001ZN3,2021,1.039999962,0,0,4.870185375
US01749D1054,2021,2.019999981,0.688950539,1.427484035,5.280882359
BMG6331P1041,2021,2.00999999,0.041486021,1.103526831,7.829873562
GB00BNDRMJ14,2021,2.470000029,1.705743074,0.735048115,6.291561604
KYG037AX1015,2021,1.980000019,0,2.331125021,5.755003452
US0316521006,2021,5.090000153,3.27107501,6.520818233,6.426086426
CNE100003LZ3,2021,1.49000001,0.041486021,1.103526831,4.993110657
TW0002493004,2021,1.440000057,0.688950539,0.857391536,3.467694759
AT0000A18XM4,2021,5.849999905,5.306549549,5.696380138,6.778155327
US0323325045,2021,2.089999914,0,1.892335296,6.987252712
TW0006291008,2021,1.799999952,0.688950539,1.103526831,4.713502884
TW0006533003,2021,1.379999995,0.041486021,0.857391536,4.844563484
TW0006138001,2021,3.410000086,3.644568205,1.920129895,4.859914303
JP3105280006,2021,0.889999986,0,0,4.050697327
TW0006531007,2021,1.799999952,0.74273932,1.103526831,4.616132736
TW0008271008,2021,4.449999809,4.479781151,3.720865726,5.172212601
TW0006449002,2021,1.700000048,0.613409281,0.857391536,4.867612362
TW0003264008,2021,3.75,3.821919918,2.856738567,4.643367767
NO0010946593,2021,0.579999983,0,0,2.459833384
US04302A1043,2021,1.299999952,0,0.428448021,5.377596855
TW0003711008,2021,5.110000134,5.761136532,5.619346142,3.832050562
TW0003169009,2021,2.650000095,2.505201817,0.857391536,5.292280674
NL0000334118,2021,5.019999981,5.283380032,3.265134096,6.666846275
TW0005269005,2021,5.059999943,5.657364368,4.882349491,4.472369671
NL0010273215,2021,7.309999943,7.000096798,7.274844646,7.760772705
KYG0535Q1331,2021,3.74000001,3.621680975,2.44366169,5.43575716
TW0005274005,2021,5.679999828,6.305391788,5.384533405,5.181682587
US04965B1008,2021,1.570000052,0,0,8.079457283
KR7017900002,2021,1.340000033,0,1.624035358,3.596457005
US0545402085,2021,4.150000095,3.592797995,2.213851452,7.505983353
JP3108080007,2021,1.039999962,0,0.182639956,4.459554672
US00246W1036,2021,1.419999957,0,0.182639956,6.623603821
NL0012866412,2021,6.119999886,6.186336517,6.883915424,5.312777042
TW0003031001,2021,2.539999962,1.853484035,1.920129895,4.323236942
CNE100001XM0,2021,1.070000052,0.041486021,0,4.916613102
DE000A1TNMM9,2021,0.610000014,0,0.182639956,2.258908987
US1572101053,2021,1.899999976,0,1.427484035,6.769855499
TW0003257002,2021,2.670000076,1.251070738,3.483533859,4.136218071
TW0008070004,2021,2.480000019,0.808012903,3.781181335,3.995819807
TW0006548001,2021,3.920000076,2.534092188,6.141529083,3.898080111
TW0001597003,2021,3,1.903790355,2.717594624,5.085690975
CNE100003S06,2021,2.180000067,2.270552158,1.103526831,3.329302788
TW0008084005,2021,1.50999999,0.041486021,0.857391536,5.562612534
TW0006147002,2021,4.429999828,3.294337511,5.103187561,5.437013149
TW0008150004,2021,5.019999981,3.261263132,6.670470238,6.048181534
US1727551004,2021,4.199999809,2.255326748,4.139633656,7.588791847
GB0001602944,2021,2.130000114,1.197669268,0.874525785,5.502919674
