ISIN,BI350,BI493,EG056,EG057,ES018,ES019,ES096,F1754,F1769,RX262,ES643,IS010,EG017,EG018,EG030,SR001,SR002,SR003,SR004,SR205,SR217,SR238,SR200,SR211,SR711,SR731,SR727,SR718,SR715,SR005,SR035,SR064,SR084,BI588,BI589,BI590,SR208,SR235,SR231,SR249,ST024,SR752,SR754,SR756,SR760,SR724,SR721,Year
CNE100004PM0,0,100,346.738,26.338,#N/A N/A,1.608070016,28.57139969,50,#N/A N/A,32.43564791,#N/A N/A,4697.177723,26.338,185.366,1.172,2.089999914,1.36422503,2.13533473,3.153499365,0,3,0,0,8.982290268,3,3,1.097493768,0,10,5.046252728,0.918787718,1.497060299,7.380708218,11.7647,-44.1176,-32.3529,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
KYG3790U1040,0,#N/A N/A,297.797,149.202,#N/A N/A,0.243300006,33.33330154,60,#N/A N/A,#N/A N/A,#N/A N/A,4418.989,0.241,33.787,5.048,2.079999924,2.087166071,0.857391536,3.598081589,1.339380026,3.41642046,0,2.375304461,5.011363506,3,0,0,0,0,4.0060606,4.445026398,1.497060299,5.487314224,11.7647,-44.1176,-32.3529,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
TW0004952007,0,#N/A N/A,10.894,3.93,#N/A N/A,#N/A N/A,14.28569984,70,#N/A N/A,#N/A N/A,#N/A N/A,2167.031,0.049,0.65,0.003,4.25,4.441545963,3.11028266,5.244637966,3.881618023,8.075781822,0,2.57168746,9.813102722,3,0,7.949489594,6.613452911,0,3.631998301,4.540073395,7.377765179,7.344575405,11.7647,-44.1176,-32.3529,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
CNE1000030S9,0,99.7464,9.525,0.912,#N/A N/A,#N/A N/A,11.1111002,70,#N/A N/A,1.899259811,#N/A N/A,5760.823415,0.226,6.095,0.851,3.779999971,4.339722633,2.528281927,4.415858746,3.955200911,6.627857208,1.5,5.948047161,3,3,3,3,0,10,4.861394882,1.516816139,7.086885929,5.148823738,11.7647,-44.1176,-32.3529,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
TW0008081001,0,#N/A N/A,5.977,1.995,#N/A N/A,0.001835,28.57139969,60,#N/A N/A,#N/A N/A,#N/A N/A,7910.87,0.032,1.226,0.147,3.609999895,4.179560661,1.427484035,5.571534634,4.897409439,6.426261902,0,2.82971096,7.293715,3,0,3,0,0,4.611389637,4.205142975,7.377765179,7.60482645,8.8235,-23.5294,-14.7059,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
TW0003443008,0,100,264.14,29.838,#N/A N/A,0.000932,11.1111002,80,6,0.226019006,25,26240.714,0.933,9.418,195.464,4.389999866,5.646284103,2.762776852,4.576233864,3.951821327,8.424738884,1.5,9.805476189,6.977706432,3,0,9.399690628,2.648514271,0,3.439260244,3.701273203,7.377765179,4.711979866,11.7647,-44.1176,-32.3529,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
TW0006488000,0,#N/A N/A,523.636,119.715,#N/A N/A,#N/A N/A,12.5,70,#N/A N/A,#N/A N/A,10,70651.593,21.504,509.804,567.237,4.619999886,4.226027966,5.460608959,4.341291904,4.655208588,3.539699316,1.5,6.578677177,7.647378922,7.392361641,3,7.949489594,2.690347195,10,1.915437341,5.221255779,7.377765179,4.976269722,11.7647,-44.1176,-32.3529,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
KYG393871085,0,#N/A N/A,527.758,109.571,#N/A N/A,#N/A N/A,18.18180084,50,#N/A N/A,#N/A N/A,25,7392,1498.412,925.808,1183.418,4.269999981,3.749123335,4.249466896,5.011082649,3.726865292,6.716883183,0,4.478219032,3.412147045,10,0,7.949489594,0,10,7.010377407,1.644173861,3.93565917,9.998361588,11.7647,-44.1176,-32.3529,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
TW0003188009,0,#N/A N/A,34.837,11.166,#N/A N/A,#N/A N/A,0,50,#N/A N/A,#N/A N/A,#N/A N/A,2047.441,1.214,0.812,0.092,2.049999952,0,2.717594624,5.556862831,0,0,0,0,0,10,0,1.097493768,0,0,3.809431076,4.926035404,7.377765179,8.420649529,8.8235,-23.5294,-14.7059,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
TW0002441003,0,#N/A N/A,313.422,122.608,#N/A N/A,0.310333997,0,80,#N/A N/A,#N/A N/A,#N/A N/A,13570.076,1.687,99.494,25.112,3.99000001,2.567922831,5.590041637,4.574791431,1.97708869,4.472726345,0,2.160734892,5.445416451,7.392361641,3,10,1.81553936,10,3.290427685,3.939755917,7.377765179,4.668444633,11.7647,-44.1176,-32.3529,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
CNE000000YF5,0,100,41.762,39.213,#N/A N/A,0.275510013,28.57139969,60,#N/A N/A,6.650517738,#N/A N/A,10822.05935,4.801,121.731,5.972,2.50999999,1.987359405,1.103526831,5.202412605,4.038836479,1.268894076,0,0.342395991,6.090528488,3,0,1.097493768,0,0,6.291220188,1.808445692,7.086885929,6.648539543,11.7647,-44.1176,-32.3529,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
US36241U1060,0,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,21.765,0.694,0.262,#N/A N/A,1.789999962,0,1.427484035,6.185344219,0,0,0,0,0,3,0,3,0,0,5.59297514,8.288076401,4.11836195,8.156728745,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
JP3771800004,0,#N/A N/A,298.483,70.899,#N/A N/A,#N/A N/A,20,60,#N/A N/A,#N/A N/A,30,221445,10.88,44.666,437.903,4.380000114,5.248762131,3.559706926,4.123964787,5.754453659,6.519114017,3,6.60080719,3,3,3,10,0,10,3.912547112,0.915747344,8.295225143,5.392564774,10.4738,-43.6153,-33.1415,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
