ISIN,BI350,BI493,EG056,EG057,ES018,ES019,ES096,F1754,F1769,RX262,ES643,IS010,EG017,EG018,EG030,SR001,SR002,SR003,SR004,SR205,SR217,SR238,SR200,SR211,SR711,SR731,SR727,SR718,SR715,SR005,SR035,SR064,SR084,BI588,BI589,BI590,SR208,SR235,SR231,SR249,ST024,SR752,SR754,SR756,SR760,SR724,SR721,Year
TW0008040007,0,#N/A N/A,23.607,4.629,#N/A N/A,#N/A N/A,12.5,60,#N/A N/A,#N/A N/A,#N/A N/A,717.97,0.015,0.358,0.13,2.150000095,1.297660351,1.103526831,4.973100662,0,6.039093018,0,0.342395991,0,3,0,1.097493768,0,0,3.780406237,4.597373486,7.377765179,4.886873245,5.8824,-44.1176,-38.2353,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
US4532041096,0,#N/A N/A,51.437,5.893,#N/A N/A,#N/A N/A,14.28569984,10,#N/A N/A,#N/A N/A,#N/A N/A,307.539,0.077,0.512,14.041,2.200000048,1.949769258,0.428448021,5.150731087,8.415797234,0,0,2.081073523,0,0,0,3,0,0,6.046117306,5.666458607,2.293688774,8.03142643,11.7647,-44.1176,-32.3529,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
MYQ0166OO007,0,#N/A N/A,384.337,54.726,#N/A N/A,0.196899995,0,70,#N/A N/A,#N/A N/A,#N/A N/A,1354.003,0.314,80.286,30.192,4.400000095,4.424332142,4.782937527,4.00357914,2.819398165,6.452810764,1.5,8.202905655,5.368309975,10,0,10,0.742229462,10,3.442311525,3.789331198,4.137077808,5.588563442,11.7647,-44.1176,-32.3529,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
CH0011029946,0,100,18.8,3.621,#N/A N/A,#N/A N/A,20,40,#N/A N/A,23.47735666,#N/A N/A,673.713,0.434,0.079,11.2,3.690000057,2.75112915,2.761774302,6.263102055,6.927061558,3,0,1.960227132,0,3,0,7.949489594,3.835079193,0,4.841902733,6.120608807,6.545000076,9.869292259,10.4685,-41.6375,-31.169,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
DE0006231004,0,99.9489,207.402,71.749,#N/A N/A,31.83099937,43.75,100,57,159.4812668,#N/A N/A,16309,246.126,254.335,2882.06,4.960000038,4.486701488,3.459455013,7.41340065,3.712028027,7.073962212,1.5,4.57352066,5.469890118,3,3,3,5.192778587,10,7.929333687,8.631077766,5.335898876,7.973953724,11.7647,-44.1176,-32.3529,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
CNE100001377,0,#N/A N/A,27.988,4.168,#N/A N/A,#N/A N/A,0,10,#N/A N/A,#N/A N/A,#N/A N/A,4530.925656,7.817,6.589,2.169,0.939999998,0,0,4.336464882,0,0,0,0,0,0,0,0,0,0,3.754457951,1.867447853,7.086885929,6.545968056,5.8824,-44.1176,-38.2353,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
US4581401001,0,16.5833,263.381,54.708,#N/A N/A,85,41.66669846,100,#N/A N/A,199.159106,100,54228,845,47.8,12316,6.329999924,6.389250755,4.489707947,8.348561287,6.974977016,6.791586876,3,8.286221504,7.38909483,6.307481289,3,3,4.457098961,10,8.141231537,8.673480034,8.304321289,8.373027802,8.9082,-24.0377,-15.1294,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
US45817G2012,0,#N/A N/A,101.771,53.429,#N/A N/A,#N/A N/A,16.66670036,0,#N/A N/A,#N/A N/A,#N/A N/A,18.906,0.563,0.701,0.516,1.590000033,0,0.182639956,7.65720892,0,0,0,0,0,0,0,1.097493768,0,0,7.887071609,8.287778854,6.773643494,7.60335207,8.8235,-23.5294,-14.7059,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
JP3152720003,0,#N/A N/A,170.881,75.103,#N/A N/A,#N/A N/A,20,40,#N/A N/A,#N/A N/A,#N/A N/A,6856.988,0.788,1.438,5.985,2.279999971,0.499147356,1.920129895,6.250324726,0,0,1.5,0.342395991,3,3,3,1.097493768,0,0,6.517624378,4.526747227,6.135256767,9.097174644,11.7647,-44.1176,-32.3529,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
US4611471008,0,#N/A N/A,53.021,36.485,#N/A N/A,#N/A N/A,0,0,#N/A N/A,#N/A N/A,#N/A N/A,123.302,1.905,3.328,0.813,2,0,1.624035358,6.980141163,0,0,0,0,0,3,0,3,0,10,6.763276577,7.937653542,6.023247719,7.590836525,11.7647,-44.1176,-32.3529,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
US44980X1090,0,#N/A N/A,89.918,23.42,#N/A N/A,#N/A N/A,30,0,#N/A N/A,#N/A N/A,#N/A N/A,1287.439,20.357,44.335,42.361,5.079999924,3.92265749,4.544210911,7.456465721,4.616458416,5.649268627,0,3.474535465,6.467580318,10,0,10,0,10,7.035985947,8.261407852,7.311093807,7.385967731,8.8235,-44.1176,-35.2941,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
GB0009619924,0,100,147.919,58.669,#N/A N/A,0.266000003,28.57139969,70,#N/A N/A,512.9559718,#N/A N/A,115.252,2.757,15.068,1.779,3.539999962,2.948918581,1.103526831,8.006563187,3.391211033,4.505356312,0,1.755378842,5.472671986,3,0,1.097493768,0,0,7.770814896,8.462148666,6.891149521,9.794610023,11.764706,-44.117647,-32.352941,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
TW0003014007,0,#N/A N/A,8.394,2.176,#N/A N/A,#N/A N/A,28.57139969,50,#N/A N/A,#N/A N/A,#N/A N/A,6276.443,0.168,1.231,0.164,5.260000229,4.921640873,5.866404533,5.125495911,6.55980444,5.994733334,1.5,2.535212278,7.385570526,10,0,10,6.263968945,10,3.445426941,5.872982502,7.377765179,4.711979866,5.8824,-44.1176,-38.2353,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
JP3735300000,0,#N/A N/A,275.406,250.878,#N/A N/A,#N/A N/A,14.28569984,20,#N/A N/A,#N/A N/A,#N/A N/A,17461,2.411,8.149,30.085,1.059999943,0,0,5.017411232,0,0,0,0,0,0,0,0,0,0,5.131430149,1.389721274,7.656382561,8.540257454,11.7647,-44.1176,-32.3529,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
JP3389680004,0,100,344.717,67.626,#N/A N/A,#N/A N/A,7.692309856,20,#N/A N/A,0.014438879,#N/A N/A,48592,0.162,1.54,112.22,2.25,2.307252169,0.857391536,3.938587189,7.830155849,0,0,2.645270824,3,3,0,0,0,0,3.641138554,1.058785677,6.958048344,6.24023819,11.8426,-43.1947,-31.3521,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
CNE000001F05,0,96.4838,320.899,154.43,#N/A N/A,9.867549896,22.22220039,80,#N/A N/A,61.52396723,#N/A N/A,29660.96088,21.401,756.465,466.195,4.449999809,3.59861064,4.859679222,5.250827789,2.420083761,5.849731922,1.5,5.008066654,3.515096188,3,3,10,6.952141285,10,5.439426899,2.300801039,7.086885929,7.842972279,8.8235,-23.5294,-14.7059,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
CNE000000N97,0,#N/A N/A,173.345,7.223,#N/A N/A,#N/A N/A,14.28569984,10,#N/A N/A,#N/A N/A,#N/A N/A,321.676194,1.913,4.714,0.661,1.610000014,0.74273932,0,5.869972706,0,3,0,0.342395991,0,0,0,0,0,0,6.056663513,4.081504822,7.086885929,6.711019516,19.0682,-33.5246,-14.4564,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
TW0005285001,0,#N/A N/A,48.556,27.44,#N/A N/A,0.12071,0,70,#N/A N/A,#N/A N/A,#N/A N/A,5131.552,0.234,5.59,1.575,3.220000029,3.630400419,1.286757827,5.087333202,6.187400341,6.048163414,0,0.342395991,3.826492786,3,0,1.097493768,0,10,3.870100498,4.238115311,7.377765179,6.076016903,11.7647,-44.1176,-32.3529,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
CNE0000017L3,0,#N/A N/A,888.553,165.28,0.081251398,#N/A N/A,0,20,#N/A N/A,#N/A N/A,#N/A N/A,1741.756018,173.381,27.702,1.2,1.450000048,0.061534628,0.857391536,5.152608395,0,0,0,0.523100078,0,3,0,0,0,0,4.188957214,3.561977148,7.086885929,7.516361713,5.9683,-43.5158,-37.5475,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
TW0006552003,0,#N/A N/A,315.391,127.313,#N/A N/A,#N/A N/A,0,60,#N/A N/A,#N/A N/A,#N/A N/A,1765.433,0.337,13.577,2.62,1.779999971,0.597200871,1.427484035,4.346197128,0,2.283340454,0,0.342395991,0,3,0,3,0,0,1.557900667,5.350325584,7.377765179,6.072738171,8.8235,-23.5294,-14.7059,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
TW0002375003,0,#N/A N/A,135.401,57.977,#N/A N/A,#N/A N/A,0,50,#N/A N/A,#N/A N/A,#N/A N/A,4810.823,3.564,14.696,1.082,2.50999999,0.688950539,3.144444942,5.132403851,0,3,0,0,0,10,0,3,0,0,4.443088055,3.506323099,7.377765179,6.299387932,9.2066,-32.0447,-22.8381,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
JP3281610000,0,#N/A N/A,98.415,62.005,#N/A N/A,#N/A N/A,36.36360168,50,33.09999847,#N/A N/A,#N/A N/A,17570.052,2.422,4.173,4.807,2.069999933,1.271629095,0.857391536,5.101829052,3.383388042,0,1.5,1.767287493,0,3,0,0,0,0,4.764895916,1.479499936,8.630631447,8.381439209,8.8235,-44.1176,-35.2941,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
TW0002449006,0,#N/A N/A,523.786,134.956,#N/A N/A,0.328667998,0,70,#N/A N/A,#N/A N/A,100,33025.307,6.522,412.732,94.396,3.309999943,3.082348108,2.553579807,4.497889042,1.499005437,4.125119209,0,7.405205727,8.084568024,3,3,3,0.087589182,10,2.729517937,4.294520378,7.377765179,5.090251446,11.7647,-44.1176,-32.3529,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
US4824801009,0,51.5448,429.826,65.01,#N/A N/A,#N/A N/A,30,80,11.19999981,21.55495401,50,10496.056,7.964,36.955,4268.42,4.940000057,6.008998394,2.391538143,6.581413269,7.312757969,8.293261528,1.5,8.317201614,3,3,0,3,4.828631401,10,6.01815176,7.950666428,5.549138546,7.539007187,11.7647,-44.1176,-32.3529,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
US5012421013,0,100,26.653,7.04,#N/A N/A,0.541000009,25,60,#N/A N/A,50.42067997,#N/A N/A,742.491,0.433,16.779,1.34,4.539999962,4.347625732,3.400093317,6.113801003,6.755916595,6.348726749,0,2.749904871,4.317788601,10,0,3,0,10,7.259188175,7.201082706,2.236988783,9.86190033,11.7647,-44.1176,-32.3529,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
US5128071082,0,#N/A N/A,382.544,80.524,#N/A N/A,#N/A N/A,30,40,#N/A N/A,#N/A N/A,60.59999847,17428.516,495.506,134.543,5747.976,6.28000021,6.230587482,5.125101089,7.590024471,7.793450832,6.319028378,1.5,8.848707199,7.911330223,10,0,7.949489594,3.716969013,10,7.14204073,8.203969002,7.227688789,8.262495995,11.7647,-44.1176,-32.3529,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
JP3979200007,0,#N/A N/A,546.931,46.976,#N/A N/A,#N/A N/A,11.1111002,60,#N/A N/A,#N/A N/A,#N/A N/A,152832,0.036,6.533,575.499,2.190000057,0.499147356,1.833145976,5.95324707,0,0,1.5,0.342395991,3,3,3,0,0,10,4.111082554,5.196584225,8.613087654,7.91899395,11.887,-43.9342,-32.0472,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
TW0003346003,0,#N/A N/A,8.541,7.898,#N/A N/A,#N/A N/A,33.33330154,50,#N/A N/A,#N/A N/A,#N/A N/A,8473.012,0.02,2.129,0,2.789999962,2.796197176,1.103526831,4.946671009,4.546668053,4.719115734,0,2.879374266,0,3,0,1.097493768,0,0,3.971387148,3.691801071,7.377765179,5.863621235,7.1443,-44.1176,-36.9734,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
US5184151042,0,#N/A N/A,6.586,0.522,#N/A N/A,#N/A N/A,33.33330154,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,737.154,0.441,2.284,1.765,3.74000001,2.948536634,1.624035358,7.946348667,7.881179333,3,0,1.98654151,0,3,0,3,0,10,8.229972839,7.870435715,6.981795311,9.090489388,11.7647,-44.1176,-32.3529,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
TW0003588000,0,#N/A N/A,23.745,5.586,#N/A N/A,0.00082,0,60,#N/A N/A,#N/A N/A,#N/A N/A,1141.594,1.381,1.165,0.084,2.220000029,1.469623923,1.103526831,4.949252605,0,4.147761822,0,0,6.486777306,3,0,1.097493768,0,0,4.013268471,3.414375782,7.377765179,6.337872505,5.8824,-44.1176,-38.2353,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
KR7058470006,0,#N/A N/A,212.913,17.919,#N/A N/A,#N/A N/A,14.28569984,0,32.31000137,#N/A N/A,#N/A N/A,255573.035,4.192,34.066,0.282,1.620000005,0,2.288488626,4.046994209,0,0,0,0,0,3,0,7.949489594,0,10,3.917450666,2.222629786,6.031414032,4.711979866,12.3933,-43.1748,-30.7815,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
TW0002472008,0,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.187000006,0,60,#N/A N/A,#N/A N/A,#N/A N/A,8998.265,3.061,30.136,#N/A N/A,2.619999886,2.273842096,1.920129895,3.937729836,1.825875044,3.940245152,0,2.388940573,3.757536173,3,3,1.097493768,0,0,1.770692587,3.7831707,7.377765179,5.060761929,5.8824,-17.6471,-11.7647,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
TW0002369006,0,#N/A N/A,414.004,228.688,#N/A N/A,0.061025798,0,40,#N/A N/A,#N/A N/A,#N/A N/A,5660.171,1.562,53.684,14.337,3.140000105,3.088077784,2.138524294,4.362218857,1.71468246,5.41097784,0,4.785861015,6.270835876,3,3,1.097493768,0.011519077,10,3.642522097,2.677876472,7.377765179,4.711979866,11.7647,-44.1176,-32.3529,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
TW0004979000,0,#N/A N/A,48.687,7.132,#N/A N/A,0.00881,14.28569984,40,#N/A N/A,#N/A N/A,#N/A N/A,2956.487,0.05,4.147,0.077,3.619999886,3.386463642,2.300915003,5.53970623,3.670455694,5.549577713,0,2.601231813,5.153357029,3,3,1.097493768,0.675449073,10,4.29851675,5.570417881,7.377765179,5.670464039,5.8824,-44.1176,-38.2353,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
US55405Y1001,0,#N/A N/A,53.057,5.414,#N/A N/A,#N/A N/A,25,10,#N/A N/A,#N/A N/A,#N/A N/A,648.407,15.515,8.165,8.58,3.960000038,4.049082756,1.999671578,6.255296707,5.414260864,6.936636925,0,1.681584716,5.05042696,3,0,3,1.940604448,10,6.067031384,8.94879055,2.799093962,9.516703606,8.8235,-23.5294,-14.7059,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
TW0002337003,0,#N/A N/A,756.812,268.338,#N/A N/A,#N/A N/A,13.33329964,60,#N/A N/A,#N/A N/A,#N/A N/A,27623.608,120.502,254.499,245.776,4.53000021,3.032078981,6.615657806,4.762697697,1.895816803,4.638843536,0,4.898611069,6.973481655,10,3,9.399690628,3.198372602,10,3.192447186,3.410241842,7.377765179,7.403008461,8.8235,-23.5294,-14.7059,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
US55933J2033,0,#N/A N/A,87.62,69.332,#N/A N/A,#N/A N/A,20,20,#N/A N/A,#N/A N/A,#N/A N/A,230.051,5.182,9.287,4.171,2.380000114,0.943666339,1.427484035,6.354396343,0.730851233,3,0,0,0,3,0,3,0,0,7.17929697,5.276633263,5.429447174,8.002663612,6.761,-44.1176,-37.3567,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
MYL3867OO008,0,100,11.992,4.292,#N/A N/A,1.894999981,33.33330154,70,#N/A N/A,129.9158794,#N/A N/A,2044.6,0.001,0.197,5.022,3.339999914,2.893758774,3.534571171,3.767344952,4.462039948,3.253647566,0,2.989069462,3.565333843,10,0,3.678557396,0,10,4.688182354,0,6.008704185,7.42789793,11.7647,-44.1176,-32.3529,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
US5738741041,0,#N/A N/A,576.377,50.347,#N/A N/A,#N/A N/A,27.27269936,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,5507.7,3.831,28.985,2899.996,6.789999962,6.180744171,6.464919567,7.999435425,8.224472046,8.894218445,3,8.305523872,0,10,3,10,2.096455574,10,7.332582951,7.764184475,8.617541313,8.986498833,11.7647,-44.1176,-32.3529,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
US57776J1007,0,#N/A N/A,28.679,9.653,#N/A N/A,#N/A N/A,25,40,#N/A N/A,#N/A N/A,#N/A N/A,693.263,7.725,7.822,2.839,1.919999957,0.041486021,2.003217459,5.751720905,0,0,0,0.342395991,0,3,0,3,3.476796627,0,6.199958324,7.012776852,2.998954773,8.036414146,8.8235,-23.5294,-14.7059,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
CNE100003QK4,0,100,241.13,14.373,#N/A N/A,#N/A N/A,0,50,#N/A N/A,24.98106212,#N/A N/A,4378.236624,49.738,82.133,6.116,3.539999962,2.40470767,4.238554478,4.542607784,3.221941948,4.428576946,0,0.342395991,3,3,3,10,2.915313005,10,4.365886211,1.834329128,7.086885929,6.511370182,11.7647,-44.1176,-32.3529,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
TW0003527008,0,#N/A N/A,20.866,7.875,#N/A N/A,1.712000012,28.57139969,70,#N/A N/A,#N/A N/A,#N/A N/A,1856.324,0.062,0.898,0.19,2.880000114,2.843890905,1.624035358,4.437405586,4.048070431,5.625321865,0,2.580549479,0,3,0,3,0,10,3.8584342,2.387139082,7.377765179,5.299312115,8.8235,-23.5294,-14.7059,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,2023
